customer_id,account_age_days,previous_transactions,successful_transactions,previous_chargebacks,previous_refunds,known_devices,average_order_value
CUST_00569,577,29,22,1,3,2,5559.53
CUST_00570,228,4,2,0,1,4,4458.84
CUST_00571,1799,40,36,0,2,2,3535.27
CUST_00572,1802,11,6,0,0,3,7869.35
CUST_00573,418,49,41,1,1,4,3880.04
CUST_00574,1084,30,27,1,4,3,5254.82
CUST_00575,1048,2,0,1,1,4,1450.18
CUST_00576,1065,30,23,0,2,2,1156.47
CUST_00577,1224,23,13,0,2,1,1364.35
CUST_00578,606,32,31,0,3,4,7080.28
CUST_00579,615,35,25,0,0,1,8640.69
CUST_00580,912,9,4,0,1,3,2108.33
CUST_00581,1594,26,21,0,1,1,1176.36
CUST_00582,850,4,4,1,2,2,3147.08
CUST_00583,772,36,30,0,1,1,1669.1
CUST_00584,821,33,30,0,1,3,1874.41
CUST_00585,1720,40,40,0,2,1,2033.11
CUST_00586,293,7,6,0,2,3,2464.74
CUST_00587,1657,22,20,0,2,3,5287.73
CUST_00588,1576,10,3,0,1,4,8747.75
CUST_00589,1054,3,0,2,0,1,2564.61
CUST_00590,310,46,41,0,2,4,3618.28
CUST_00591,1093,30,22,0,1,2,4449.02
CUST_00592,701,40,35,0,1,2,2853.97
CUST_00593,834,40,34,1,0,3,2932.22
CUST_00594,1068,33,31,0,3,4,2638.46
CUST_00595,1481,37,31,0,1,4,10144.72
CUST_00596,1700,2,1,0,1,3,7840.19
CUST_00597,1409,8,6,0,0,3,3833.1
CUST_00598,1661,47,47,0,1,1,4436.23
CUST_00599,1252,31,25,0,1,2,9833.1
CUST_00600,1507,4,4,0,1,4,2414.96
CUST_00601,379,34,34,2,3,4,8037.83
CUST_00602,332,44,37,1,0,1,4802.72
CUST_00603,1202,45,36,0,3,2,5256.61
CUST_00604,68,29,24,0,3,4,2468.22
CUST_00605,340,27,20,1,3,4,2029.02
CUST_00606,1057,50,49,0,0,4,5440.96
CUST_00607,1817,48,38,0,1,2,5193.79
CUST_00608,1092,14,12,0,2,3,2946.65
CUST_00609,1386,31,29,0,0,4,4358.54
CUST_00610,672,12,9,2,0,3,1440.58
CUST_00611,1148,23,23,0,1,3,23490.85
CUST_00612,1279,31,24,0,3,2,7124.36
CUST_00613,601,36,30,2,1,2,2538.02
CUST_00614,1958,20,14,0,1,2,1642.57
CUST_00615,1443,46,43,1,4,3,4152.82
CUST_00616,1012,23,21,0,1,3,1558.58
CUST_00617,619,8,8,0,0,4,3224.31
CUST_00618,1864,26,21,0,0,2,10109.67
CUST_00619,624,3,2,0,0,1,2448.64
CUST_00620,739,29,29,0,0,3,4013.73
CUST_00621,1560,31,24,0,2,2,2691.19
CUST_00622,1725,35,29,0,0,3,1968.35
CUST_00623,311,7,3,1,2,2,11044.37
CUST_00624,133,43,41,1,1,2,3915.62
CUST_00625,1336,15,5,1,1,1,1559.63
CUST_00626,876,22,19,0,0,1,3564.46
CUST_00627,1425,50,42,1,2,1,455.16
CUST_00628,1157,11,7,0,1,4,3574.93
CUST_00629,1007,42,35,0,3,3,7123.46
CUST_00630,687,19,19,2,2,1,3269.57
CUST_00631,1889,50,41,0,3,2,7088.34
CUST_00632,1125,48,38,1,0,2,2164.38
CUST_00633,885,12,2,1,2,4,1949.46
CUST_00634,1643,32,24,0,3,3,3456.11
CUST_00635,1825,3,0,0,0,3,1238.91
CUST_00636,1193,39,30,0,1,3,1064.61
CUST_00637,612,30,30,1,1,4,4703.52
CUST_00638,1851,9,8,0,0,4,1344.29
CUST_00639,588,13,4,1,1,3,4105.56
CUST_00640,362,47,44,1,2,3,8259.14
CUST_00641,1501,12,2,1,1,3,3313.0
CUST_00642,1649,19,18,2,3,2,2744.87
CUST_00643,389,40,40,0,0,4,10577.82
CUST_00644,1723,28,26,0,0,3,2558.99
CUST_00645,207,26,26,0,1,1,5407.02
CUST_00646,408,9,7,0,0,3,2671.19
CUST_00647,1946,16,6,0,2,3,6475.86
CUST_00648,815,16,13,0,1,3,4526.7
CUST_00649,1983,22,16,1,1,1,4528.11
CUST_00650,565,42,37,0,1,2,1534.8
CUST_00651,157,43,34,0,3,4,3577.11
CUST_00652,658,11,7,0,1,3,2044.3
CUST_00653,1443,8,4,0,0,3,2361.74
CUST_00654,1288,15,8,0,0,2,4205.21
CUST_00655,1009,10,7,0,3,3,3768.91
CUST_00656,881,45,43,0,1,4,3719.37
CUST_00657,1581,35,35,0,3,2,1463.11
CUST_00658,1590,16,16,0,2,1,2512.78
CUST_00659,1106,29,27,0,1,3,7588.83
CUST_00660,189,37,28,0,3,1,4632.37
CUST_00661,1727,36,34,1,3,2,1680.93
CUST_00662,1202,35,27,0,3,2,8713.75
CUST_00663,701,34,31,0,0,1,6521.9
CUST_00664,1423,14,13,1,0,4,4378.76
CUST_00665,216,33,30,0,2,1,11775.91
CUST_00666,958,9,8,1,1,4,2988.68
CUST_00667,965,37,27,0,1,4,2256.58
CUST_00668,1407,20,10,0,1,4,10656.91
CUST_00669,551,1,0,0,5,1,1500.9
CUST_00670,122,28,23,0,0,1,25421.81
CUST_00671,1138,4,0,0,2,4,882.41
CUST_00672,94,19,15,0,0,2,6496.6
CUST_00673,1604,9,6,0,0,3,5722.15
CUST_00674,1855,25,22,1,0,4,3579.17
CUST_00675,799,6,5,2,1,2,3648.45
CUST_00676,1368,23,14,0,1,2,3141.15
CUST_00677,1130,26,24,0,0,2,2580.91
CUST_00678,1520,15,5,0,0,1,1767.63
CUST_00679,641,30,30,0,1,4,905.47
CUST_00680,1119,25,18,1,1,2,2156.04
CUST_00681,973,23,15,0,1,3,2166.17
CUST_00682,416,47,38,0,1,1,3384.63
CUST_00683,1687,43,39,0,1,1,2916.07
CUST_00684,522,14,5,0,2,1,1645.99
CUST_00685,1246,3,3,0,1,1,1098.32
CUST_00686,531,48,38,0,0,4,5151.04
CUST_00687,928,15,13,0,2,2,1299.71
CUST_00688,1574,50,40,1,3,2,586.77
CUST_00689,1061,19,12,0,4,3,9817.16
CUST_00690,1212,39,39,0,2,3,2829.0
CUST_00691,515,20,12,1,1,2,2113.09
CUST_00692,876,20,14,0,1,1,3795.08
CUST_00693,1170,38,30,0,2,4,3666.3
CUST_00694,1168,32,22,0,1,3,1031.07
CUST_00695,1958,42,42,0,0,4,1578.05
CUST_00696,1639,34,29,0,2,4,1807.08
CUST_00697,866,10,4,1,0,4,6992.35
CUST_00698,406,49,47,0,0,4,2081.33
CUST_00699,523,15,9,0,2,2,1378.01
CUST_00700,1680,30,20,0,1,4,4802.79
CUST_00701,883,36,34,0,0,2,3667.73
CUST_00702,825,16,10,0,1,2,3876.36
CUST_00703,706,42,33,0,1,4,5326.19
CUST_00704,1764,24,15,0,1,2,2924.47
CUST_00705,135,18,14,0,2,1,1949.24
CUST_00706,1819,5,1,0,3,2,4106.72
CUST_00707,1011,14,9,0,1,3,3290.78
CUST_00708,1989,1,0,0,3,2,670.89
CUST_00709,2000,48,39,0,2,4,1005.07
CUST_00710,1902,16,15,0,1,2,2413.79
CUST_00711,842,16,14,0,1,3,7008.4
CUST_00712,1618,19,15,0,1,4,2119.61
CUST_00713,1122,42,37,1,3,3,3192.78
CUST_00714,565,24,22,1,1,4,7384.29
CUST_00715,984,7,7,1,2,3,1312.14
CUST_00716,1902,14,9,3,1,3,6652.95
CUST_00717,877,3,1,1,4,2,1953.18
CUST_00718,63,17,15,0,1,4,2538.47
CUST_00719,634,10,3,2,2,3,1384.67
CUST_00720,501,25,24,1,1,2,3673.4
CUST_00721,1052,36,36,0,3,3,1534.19
CUST_00722,557,49,46,0,4,4,10128.96
CUST_00723,973,11,6,0,0,2,2058.46
CUST_00724,316,47,45,0,1,4,1422.84
CUST_00725,406,35,35,1,1,1,5147.36
CUST_00726,1103,3,0,0,0,1,955.89
CUST_00727,1595,1,1,0,2,2,5412.82
CUST_00728,1755,41,34,2,3,1,7158.24
CUST_00729,1478,10,0,0,2,2,1351.35
CUST_00730,1065,30,25,0,1,1,16125.77
CUST_00731,1295,41,41,0,2,4,4009.17
CUST_00732,1380,32,22,0,0,1,12791.5
CUST_00733,1119,36,32,0,4,1,2846.42
CUST_00734,64,34,28,0,0,3,4086.56
CUST_00735,65,33,33,0,2,4,1105.99
CUST_00736,1681,12,3,0,3,1,4709.02
CUST_00737,1103,10,3,0,2,2,1029.12
CUST_00738,1299,34,28,1,3,3,410.55
CUST_00739,577,26,17,0,2,3,3406.01
CUST_00740,1994,26,23,0,0,2,4082.45
CUST_00741,1457,15,9,0,1,1,3335.59
CUST_00742,1368,42,32,0,1,1,3094.29
CUST_00743,860,25,21,0,0,4,4569.46
CUST_00744,144,41,31,0,0,2,3327.18
CUST_00745,199,32,28,0,1,3,3953.32
CUST_00746,1188,7,0,0,1,2,4021.19
CUST_00747,462,45,44,0,1,4,6701.87
CUST_00748,585,3,0,0,1,3,7336.51
CUST_00749,1871,35,34,0,1,1,1287.04
CUST_00750,397,21,11,1,1,2,2429.45
CUST_00751,1232,10,6,2,5,1,3434.51
CUST_00752,642,11,10,1,2,2,9342.23
CUST_00753,1190,25,25,1,2,3,2617.32
CUST_00754,816,49,41,1,1,1,3703.37
CUST_00755,1055,48,43,0,1,1,8564.18
CUST_00756,230,28,21,0,3,1,1836.27
CUST_00757,727,39,38,1,1,4,9458.19
CUST_00758,1614,21,11,1,1,3,6307.08
CUST_00759,1634,29,26,0,0,2,4086.41
CUST_00760,758,36,32,0,0,4,805.23
CUST_00761,410,44,43,0,3,4,1655.19
CUST_00762,205,50,49,0,2,3,2547.02
CUST_00763,1664,16,7,0,0,1,2294.88
CUST_00764,578,10,6,2,0,2,2089.98
CUST_00765,1544,25,20,0,2,3,2623.61
CUST_00766,248,6,0,1,0,3,3046.51
CUST_00767,940,24,18,0,2,1,5802.74
CUST_00768,301,6,1,0,2,4,1458.53
CUST_00769,949,36,34,0,3,4,4651.58
CUST_00770,241,2,0,1,1,3,2030.17
CUST_00771,1165,6,4,1,0,3,389.6
CUST_00772,1798,25,15,0,1,3,2293.02
CUST_00773,877,25,16,0,3,2,2161.67
CUST_00774,1201,34,26,0,2,4,1833.13
CUST_00775,377,9,4,0,2,3,1185.6
CUST_00776,579,32,24,2,1,1,5131.84
CUST_00777,372,28,22,0,4,4,4176.58
CUST_00778,643,31,22,0,1,3,1831.51
CUST_00779,545,16,16,0,1,4,4553.52
CUST_00780,1246,40,33,0,2,4,6508.1
CUST_00781,249,9,4,0,1,1,4909.36
CUST_00782,1973,26,21,1,5,4,797.75
CUST_00783,1676,22,19,1,3,3,1735.65
CUST_00784,911,42,41,1,0,2,5330.15
CUST_00785,645,21,20,1,2,2,9576.4
CUST_00786,1011,21,13,1,1,4,8658.24
CUST_00787,683,19,19,1,1,4,7780.5
CUST_00788,1209,16,11,0,0,4,4849.55
CUST_00789,604,26,21,0,2,1,1647.81
CUST_00790,1938,37,30,0,2,2,7149.04
CUST_00791,1426,50,48,0,0,1,1408.67
CUST_00792,1981,47,44,0,0,2,11361.59
CUST_00793,927,19,10,0,2,4,3392.41
CUST_00794,1408,32,24,0,1,3,5747.62
CUST_00795,525,17,17,0,1,2,2641.33
CUST_00796,1494,28,24,0,1,1,5117.1
CUST_00797,949,39,36,0,5,4,1608.81
CUST_00798,1124,33,29,0,2,1,1810.66
CUST_00799,1649,24,22,1,2,1,1750.87
CUST_00800,253,50,43,0,2,3,3644.57
CUST_00801,370,42,41,0,2,1,3033.28
CUST_00802,1183,42,42,2,1,4,2415.55
CUST_00803,1571,22,18,0,2,1,2365.91
CUST_00804,51,7,4,0,0,2,2570.44
CUST_00805,1075,48,46,0,3,2,2011.5
CUST_00806,942,24,20,0,2,4,6064.77
CUST_00807,1611,44,43,0,0,2,1568.93
CUST_00808,736,2,1,0,4,1,3746.72
CUST_00809,635,27,18,1,0,1,12838.87
CUST_00810,1732,47,39,1,0,3,1465.08
CUST_00811,668,22,19,1,2,2,3419.64
CUST_00812,1097,31,26,0,1,4,1583.12
CUST_00813,229,29,26,1,2,3,5651.3
CUST_00814,167,20,10,2,2,1,1010.29
CUST_00815,76,22,22,0,0,1,4238.43
CUST_00816,1416,11,4,0,1,2,10482.4
CUST_00817,1160,11,6,0,0,4,5096.64
CUST_00818,1992,30,23,0,2,4,6046.83
CUST_00819,1319,12,4,0,2,4,3472.46
CUST_00820,840,2,2,1,0,2,1502.42
CUST_00821,950,38,34,0,1,4,702.42
CUST_00822,39,46,39,0,0,2,1844.2
CUST_00823,600,49,40,1,2,1,2062.93
CUST_00824,1667,35,27,2,1,3,3375.93
CUST_00825,697,13,10,0,2,1,1663.43
CUST_00826,567,43,40,0,0,3,2314.36
CUST_00827,1252,25,24,1,0,4,13568.95
CUST_00828,1232,8,5,1,2,3,6859.46
CUST_00829,1761,30,29,0,2,2,1737.99
CUST_00830,1696,44,38,0,2,1,2190.3
CUST_00831,1406,9,5,2,1,1,14618.09
CUST_00832,518,20,11,1,2,2,2246.04
CUST_00833,794,45,37,2,1,4,4044.78
CUST_00834,886,39,31,0,5,4,506.45
CUST_00835,896,12,9,1,2,2,12017.12
CUST_00836,1166,11,8,0,0,3,1664.96
CUST_00837,317,12,7,0,2,4,1948.57
CUST_00838,1298,4,2,2,2,1,2824.1
CUST_00839,1022,9,3,1,2,4,3091.0
CUST_00840,1180,33,33,0,0,4,4463.8
CUST_00841,867,44,41,0,1,4,3300.62
CUST_00842,1484,29,26,1,1,2,1939.36
CUST_00843,199,37,27,0,1,2,2075.53
CUST_00844,628,3,2,0,0,2,2031.0
CUST_00845,1131,19,11,0,2,4,2595.57
CUST_00846,1188,48,45,0,0,1,3402.88
CUST_00847,1202,8,4,0,3,3,3370.11
CUST_00848,1140,49,39,0,0,4,1169.45
CUST_00849,1148,14,10,2,0,1,2796.21
CUST_00850,1537,42,35,0,1,3,2816.88
CUST_00851,1821,3,3,0,3,3,5910.41
CUST_00852,743,6,3,0,0,1,682.69
CUST_00853,1618,16,9,1,1,3,2314.81
CUST_00854,1793,46,45,0,0,4,2849.99
CUST_00855,369,40,32,0,3,2,1123.63
CUST_00856,1696,14,4,0,0,3,2005.62
CUST_00857,1120,18,17,1,3,2,1590.42
CUST_00858,692,46,40,2,2,3,1189.72
CUST_00859,1202,18,16,0,2,1,1962.16
CUST_00860,307,49,45,1,4,1,6339.35
CUST_00861,597,42,34,1,2,2,3327.85
CUST_00862,541,10,5,0,2,2,2993.95
CUST_00863,1589,44,40,0,4,4,7767.23
CUST_00864,321,37,37,0,1,3,1315.38
CUST_00865,1315,27,23,0,1,4,18014.55
CUST_00866,184,41,32,0,0,4,1152.0
CUST_00867,1085,48,42,1,2,3,5517.01
CUST_00868,961,32,27,0,3,1,1402.25
CUST_00869,1809,50,41,0,1,4,3799.77
CUST_00870,1330,43,38,0,0,1,17293.56
CUST_00871,1659,35,31,0,1,2,3117.91
CUST_00872,909,14,11,1,1,3,2316.76
CUST_00873,691,19,14,0,2,2,2902.43
CUST_00874,1189,32,27,0,4,1,3086.71
CUST_00875,124,7,7,0,3,1,1665.09
CUST_00876,284,11,8,0,1,4,1906.84
CUST_00877,31,28,21,0,2,2,1051.11
CUST_00878,1836,42,36,0,2,2,3183.98
CUST_00879,1820,18,9,0,3,3,14951.2
CUST_00880,542,6,2,0,4,2,1058.27
CUST_00881,136,26,26,1,1,3,1674.46
CUST_00882,1516,45,38,0,3,4,1801.95
CUST_00883,1372,6,5,1,1,1,4410.71
CUST_00884,32,14,11,0,4,1,3399.14
CUST_00885,301,38,31,0,3,4,746.39
CUST_00886,49,1,1,0,2,1,3080.52
CUST_00887,1791,28,20,0,1,4,3218.23
CUST_00888,175,15,11,0,3,1,3143.31
CUST_00889,1526,7,1,1,1,3,1490.74
CUST_00890,782,20,12,0,3,4,2908.8
CUST_00891,1614,49,41,2,0,2,3759.49
CUST_00892,170,34,33,1,2,1,3291.95
CUST_00893,1279,42,34,0,2,4,6869.97
CUST_00894,749,47,40,1,3,2,1235.82
CUST_00895,1913,27,26,1,1,4,2848.98
CUST_00896,1791,14,5,0,3,1,3136.97
CUST_00897,316,49,40,0,2,4,3177.25
CUST_00898,749,28,23,0,4,2,10557.32
CUST_00899,537,18,18,1,2,1,1997.75
CUST_00900,538,36,35,0,1,3,3762.45
CUST_00901,1625,45,35,1,1,3,5988.33
CUST_00902,450,34,33,0,0,2,1788.68
CUST_00903,1561,26,20,0,2,1,1143.91
CUST_00904,1635,16,13,0,2,4,1239.78
CUST_00905,260,16,13,0,0,1,3464.69
CUST_00906,1111,1,1,0,1,3,2011.73
CUST_00907,300,25,24,1,2,4,935.65
CUST_00908,778,35,35,1,1,2,2440.96
CUST_00909,1592,31,22,1,2,1,2299.83
CUST_00910,1232,5,0,0,0,3,1160.22
CUST_00911,471,3,0,2,0,4,3733.77
CUST_00912,1067,19,19,0,0,4,3353.1
CUST_00913,897,45,41,0,1,1,8257.74
CUST_00914,1341,35,33,0,0,2,5246.01
CUST_00915,598,6,2,1,0,1,7165.19
CUST_00916,1077,14,6,0,2,3,2178.18
CUST_00917,830,38,38,2,3,1,3546.77
CUST_00918,665,45,41,2,2,2,955.35
CUST_00919,148,16,7,0,1,4,6010.59
CUST_00920,267,30,29,0,1,1,2104.22
CUST_00921,663,43,43,0,0,2,3514.92
CUST_00922,274,1,0,0,1,1,1178.44
CUST_00923,365,32,27,2,1,3,1423.07
CUST_00924,371,24,16,0,0,3,1420.9
CUST_00925,1531,8,0,1,1,3,4186.0
CUST_00926,1682,28,22,0,0,1,2148.5
CUST_00927,568,46,45,1,1,1,8945.51
CUST_00928,1046,30,28,3,0,3,3127.68
CUST_00929,143,32,31,0,1,2,5726.85
CUST_00930,783,11,5,0,1,1,624.35
CUST_00931,1861,37,37,0,3,1,3342.2
CUST_00932,497,48,46,0,1,1,1290.86
CUST_00933,120,1,0,0,3,1,4403.32
CUST_00934,996,24,20,0,1,2,2713.78
CUST_00935,396,3,3,1,2,2,2284.07
CUST_00936,689,16,12,3,1,3,2364.48
CUST_00937,585,5,4,0,1,3,1511.58
CUST_00938,274,33,33,0,2,1,2256.81
CUST_00939,397,15,13,0,1,1,6824.86
CUST_00940,1983,26,17,1,1,4,9621.27
CUST_00941,1803,19,13,0,1,3,7385.28
CUST_00942,206,36,33,0,1,1,1373.33
CUST_00943,785,13,7,0,1,3,1795.8
CUST_00944,1544,40,33,0,1,4,2599.9
CUST_00945,784,38,35,1,1,2,4150.74
CUST_00946,1530,35,28,0,1,2,2567.2
CUST_00947,43,27,17,1,3,2,1382.77
CUST_00948,1139,23,23,1,4,1,1060.14
CUST_00949,1977,22,12,0,1,4,3681.92
CUST_00950,1768,48,42,0,2,1,3370.7
CUST_00951,450,34,27,0,2,4,4841.6
CUST_00952,1037,4,1,0,2,3,4481.89
CUST_00953,220,3,1,2,3,4,2732.31
CUST_00954,1465,24,21,1,2,1,2001.56
CUST_00955,1219,7,2,0,2,4,6042.85
CUST_00956,183,38,37,0,0,1,1650.02
CUST_00957,920,43,35,2,1,2,3108.32
CUST_00958,627,17,12,1,1,4,5794.51
CUST_00959,1465,48,43,0,0,3,5048.66
CUST_00960,957,18,11,1,0,1,1298.25
CUST_00961,1962,13,5,1,4,1,1998.27
CUST_00962,348,7,2,1,2,4,3420.68
CUST_00963,984,21,17,0,2,1,4343.09
CUST_00964,1127,23,16,0,1,4,4022.79
CUST_00965,661,30,24,1,1,1,4633.67
CUST_00966,215,11,11,1,4,3,801.35
CUST_00967,1722,46,45,0,0,1,1947.38
CUST_00968,470,21,13,0,2,1,3843.66
CUST_00969,1486,16,11,0,3,4,3146.0
CUST_00970,1081,4,2,0,0,3,3251.43
CUST_00971,1709,12,2,0,2,4,705.86
CUST_00972,1780,29,27,0,0,2,3825.15
CUST_00973,223,30,21,1,0,2,11457.64
CUST_00974,278,1,0,0,1,2,1733.28
CUST_00975,297,13,9,0,3,3,696.13
CUST_00976,1435,41,41,1,2,1,2382.23
CUST_00977,1222,38,32,0,3,1,448.96
CUST_00978,74,5,1,0,0,4,1918.08
CUST_00979,1687,9,1,1,0,3,8980.16
CUST_00980,280,3,3,0,1,1,3041.64
CUST_00981,374,37,33,0,0,4,2820.45
CUST_00982,1046,2,1,1,1,4,1987.46
CUST_00983,383,23,16,0,2,2,1853.72
CUST_00984,593,18,15,0,0,2,2385.67
CUST_00985,100,40,39,3,2,2,1789.95
CUST_00986,1355,19,16,0,1,4,13412.44
CUST_00987,1837,36,33,0,1,1,5494.7
CUST_00988,209,18,14,0,1,2,2918.19
CUST_00989,888,13,13,0,3,2,7777.81
CUST_00990,1321,35,25,0,3,4,950.5
CUST_00991,1631,46,41,0,3,4,3551.79
CUST_00992,1145,32,27,0,1,3,5252.09
CUST_00993,825,18,10,2,1,1,2659.1
CUST_00994,683,39,32,0,1,1,9263.87
CUST_00995,1864,50,44,0,1,1,2433.23
CUST_00996,1686,31,29,1,1,3,2314.29
CUST_00997,1600,38,31,0,3,2,5440.95
CUST_00998,235,16,16,0,1,2,3152.22
CUST_00999,575,35,25,2,3,2,7075.03
CUST_01000,1209,25,20,2,2,2,1447.56
CUST_01001,390,16,15,0,1,3,6964.01
CUST_01002,1681,48,43,0,1,1,2110.75
CUST_01003,1470,45,40,1,2,2,1395.56
CUST_01004,1183,13,10,1,0,3,13117.77
CUST_01005,389,32,22,0,1,1,1325.04
CUST_01006,145,15,14,0,2,2,918.64
CUST_01007,70,34,31,0,2,1,3279.01
CUST_01008,709,40,33,0,2,2,476.05
CUST_01009,727,46,38,0,2,3,3566.55
CUST_01010,151,2,0,0,3,2,4181.43
CUST_01011,1615,8,8,0,2,3,2857.54
CUST_01012,1997,5,2,0,2,4,6564.6
CUST_01013,1230,7,5,0,2,3,3007.85
CUST_01014,690,9,2,0,2,4,4170.87
CUST_01015,1651,41,38,0,0,3,5945.94
CUST_01016,386,46,44,0,1,3,1810.97
CUST_01017,487,43,42,0,3,2,10608.23
CUST_01018,804,20,14,1,0,2,2344.87
CUST_01019,393,47,37,1,0,4,2132.11
CUST_01020,1772,50,49,0,2,1,3833.88
CUST_01021,402,39,34,1,3,2,560.68
CUST_01022,1339,37,28,2,4,4,2106.72
CUST_01023,318,22,13,0,1,2,941.24
CUST_01024,740,21,13,0,2,1,4551.51
CUST_01025,1712,46,46,0,0,3,2582.05
CUST_01026,944,1,1,0,1,2,1311.32
CUST_01027,541,45,36,0,3,3,5393.03
CUST_01028,555,7,0,0,2,1,3302.9
CUST_01029,820,29,25,0,2,2,2350.85
CUST_01030,1841,27,24,1,2,4,944.08
CUST_01031,749,35,31,0,1,1,17293.36
CUST_01032,1727,31,30,0,2,2,2897.53
CUST_01033,363,29,20,1,2,1,998.12
CUST_01034,633,2,1,0,3,3,1305.55
CUST_01035,1979,7,1,0,1,3,3034.03
CUST_01036,378,25,17,0,0,1,1012.14
CUST_01037,1150,6,2,0,2,4,6328.01
CUST_01038,1472,2,1,0,3,2,3454.62
CUST_01039,1273,28,20,0,0,1,612.22
CUST_01040,237,22,15,1,3,2,1585.2
CUST_01041,868,45,43,2,1,3,1359.85
CUST_01042,1382,19,13,1,0,2,5713.5
CUST_01043,226,4,3,0,1,4,723.96
CUST_01044,344,4,2,0,2,1,2776.94
CUST_01045,905,6,2,0,2,4,6711.43
CUST_01046,438,7,0,0,0,2,5890.94
CUST_01047,379,41,35,1,2,1,2704.48
CUST_01048,999,8,4,0,0,4,6929.67
CUST_01049,994,32,32,1,0,3,6937.01
CUST_01050,216,42,40,0,0,4,1023.5
CUST_01051,408,24,20,0,1,3,9460.2
CUST_01052,412,29,19,0,1,3,1802.74
CUST_01053,930,30,24,3,0,2,1344.77
CUST_01054,1744,18,17,0,3,1,1595.62
CUST_01055,339,49,49,1,0,1,893.53
CUST_01056,205,43,38,1,2,4,1569.8
CUST_01057,1579,38,31,0,3,1,6366.12
CUST_01058,1751,25,23,1,2,4,9162.4
CUST_01059,1126,44,41,0,1,2,3358.14
CUST_01060,1005,20,11,0,1,4,5818.09
CUST_01061,1878,46,36,0,1,2,3017.61
CUST_01062,276,49,46,0,1,2,1163.43
CUST_01063,1973,11,4,0,3,2,4696.63
CUST_01064,288,3,3,1,3,1,4479.4
CUST_01065,1429,28,21,0,1,2,1861.73
CUST_01066,1738,39,33,0,1,3,3485.23
CUST_01067,1895,47,38,0,2,1,3149.96
CUST_01068,824,36,32,0,0,3,6233.82
CUST_01069,1784,18,16,0,3,4,1948.41
CUST_01070,1908,1,1,0,2,1,2246.09
CUST_01071,878,10,2,1,0,1,1584.64
CUST_01072,1924,7,1,0,2,3,5784.0
CUST_01073,1806,35,30,0,1,4,6348.92
CUST_01074,570,25,25,3,3,4,5767.26
CUST_01075,1201,39,36,0,3,1,6356.32
CUST_01076,382,18,14,1,0,2,2165.77
CUST_01077,1296,39,39,0,3,4,1767.06
CUST_01078,109,26,21,1,1,2,3073.31
CUST_01079,130,48,45,1,1,3,1749.35
CUST_01080,1867,24,14,0,0,3,2293.48
CUST_01081,1704,20,14,0,3,3,3493.57
CUST_01082,1756,32,32,1,3,1,2012.05
CUST_01083,1809,15,7,0,0,3,4386.65
CUST_01084,1553,29,24,0,2,3,4798.99
CUST_01085,1522,27,26,0,0,1,4173.55
CUST_01086,414,29,22,0,0,4,8498.94
CUST_01087,1547,32,30,0,0,3,6665.97
CUST_01088,1711,4,4,0,0,2,3668.74
CUST_01089,164,20,18,0,2,4,1006.21
CUST_01090,307,50,48,0,3,1,4738.31
CUST_01091,385,13,6,1,1,1,3897.76
CUST_01092,540,3,3,2,0,1,1697.09
CUST_01093,1910,24,17,0,4,3,4658.29
CUST_01094,784,30,28,0,1,4,4084.4
CUST_01095,1331,8,0,1,1,2,1649.77
CUST_01096,792,32,31,0,2,4,4391.26
CUST_01097,393,31,30,0,3,3,1254.43
CUST_01098,735,11,5,0,3,1,4783.16
CUST_01099,613,2,1,0,2,1,1523.64
CUST_01100,363,37,30,0,2,2,1156.6
CUST_01101,1355,15,15,1,2,2,2880.03
CUST_01102,581,42,38,1,1,1,4197.98
CUST_01103,1800,50,50,0,0,1,7715.67
CUST_01104,1000,9,2,0,0,1,2326.39
CUST_01105,488,17,16,0,0,3,7651.45
CUST_01106,1489,46,46,0,3,3,1232.93
CUST_01107,897,25,20,0,3,4,6395.43
CUST_01108,546,14,11,2,1,3,6904.39
CUST_01109,1416,34,33,0,3,4,892.8
CUST_01110,1227,7,0,0,3,3,770.24
CUST_01111,1179,42,41,1,1,3,3973.43
CUST_01112,641,44,35,0,1,4,2535.77
CUST_01113,160,22,16,1,2,3,2046.01
CUST_01114,1794,18,12,0,2,3,4716.31
CUST_01115,415,10,8,0,2,2,5413.92
CUST_01116,1872,4,4,2,1,4,1260.89
CUST_01117,1382,21,21,2,1,2,5251.37
CUST_01118,1507,2,2,0,0,4,1980.06
CUST_01119,635,17,13,0,3,4,2351.76
CUST_01120,825,48,38,0,0,2,2642.55
CUST_01121,732,47,40,0,3,4,6094.0
CUST_01122,1886,43,38,0,2,3,5671.68
CUST_01123,1761,11,11,0,3,2,7803.67
CUST_01124,631,7,7,0,2,2,2390.91
CUST_01125,1547,17,15,0,1,2,2341.12
CUST_01126,1969,44,39,0,2,1,4198.48
CUST_01127,485,23,16,0,4,3,3099.84
CUST_01128,891,22,17,0,1,3,2400.05
CUST_01129,1229,19,16,0,3,1,3825.24
CUST_01130,993,4,4,0,1,1,7208.84
CUST_01131,997,13,11,1,2,1,1852.96
CUST_01132,1806,44,40,0,3,3,387.62
CUST_01133,876,4,1,0,3,2,4657.0
CUST_01134,440,22,18,0,0,4,9241.04
CUST_01135,323,21,13,0,2,1,3077.57
CUST_01136,1028,22,22,0,1,2,4611.85
CUST_01137,671,41,31,0,0,1,1576.07
CUST_01138,955,18,11,1,0,2,13029.65
CUST_01139,1210,49,41,0,3,4,1255.9
