chargeback_id,transaction_id,reason_code,claimed_amount,claim_date,customer_reason,status
CB_000301,TXN_002529,product_not_as_described,1718.31,2026-06-23,Customer claims product was different from description,under_review
CB_000302,TXN_002539,duplicate_transaction,4150.81,2026-03-24,Customer claims duplicate charge,open
CB_000303,TXN_002548,credit_not_processed,30123.35,2026-01-29,Customer claims refund was not received,under_review
CB_000304,TXN_002555,fraudulent,2701.1,2026-06-12,Customer does not recognize transaction,won
CB_000305,TXN_002556,product_not_received,3727.44,2026-02-19,Customer claims product was not received,under_review
CB_000306,TXN_002571,credit_not_processed,10825.35,2026-02-28,Customer claims refund was not received,lost
CB_000307,TXN_002587,credit_not_processed,4062.17,2026-07-31,Customer claims refund was not received,lost
CB_000308,TXN_002591,credit_not_processed,3540.26,2026-02-15,Customer claims refund was not received,lost
CB_000309,TXN_002598,credit_not_processed,1817.56,2026-02-16,Customer claims refund was not received,under_review
CB_000310,TXN_002609,product_not_received,6289.77,2026-05-06,Customer claims product was not received,won
CB_000311,TXN_002610,product_not_received,6546.5,2026-04-30,Customer claims product was not received,won
CB_000312,TXN_002613,product_not_received,2401.62,2026-05-13,Customer claims product was not received,lost
CB_000313,TXN_002616,product_not_received,2358.89,2026-08-26,Customer claims product was not received,won
CB_000314,TXN_002621,credit_not_processed,2568.68,2026-03-17,Customer claims refund was not received,open
CB_000315,TXN_002635,credit_not_processed,5360.97,2026-05-02,Customer claims refund was not received,lost
CB_000316,TXN_002660,fraudulent,2716.92,2026-03-10,Customer does not recognize transaction,won
CB_000317,TXN_002662,fraudulent,3414.25,2026-06-04,Customer does not recognize transaction,under_review
CB_000318,TXN_002672,product_not_as_described,4605.84,2026-09-24,Customer claims product was different from description,under_review
CB_000319,TXN_002693,fraudulent,2665.1,2026-07-13,Customer does not recognize transaction,under_review
CB_000320,TXN_002697,product_not_as_described,4264.07,2026-05-29,Customer claims product was different from description,lost
CB_000321,TXN_002706,product_not_as_described,13784.71,2026-05-03,Customer claims product was different from description,lost
CB_000322,TXN_002712,duplicate_transaction,7513.43,2026-04-26,Customer claims duplicate charge,under_review
CB_000323,TXN_002732,credit_not_processed,6893.95,2026-06-09,Customer claims refund was not received,under_review
CB_000324,TXN_002736,duplicate_transaction,999.02,2026-08-28,Customer claims duplicate charge,open
CB_000325,TXN_002740,product_not_received,11020.06,2026-08-10,Customer claims product was not received,lost
CB_000326,TXN_002751,credit_not_processed,2977.19,2026-02-22,Customer claims refund was not received,lost
CB_000327,TXN_002761,credit_not_processed,7726.19,2026-03-16,Customer claims refund was not received,won
CB_000328,TXN_002774,product_not_received,5657.65,2026-04-01,Customer claims product was not received,won
CB_000329,TXN_002785,product_not_received,2141.26,2026-08-09,Customer claims product was not received,lost
CB_000330,TXN_002787,credit_not_processed,14402.84,2026-06-07,Customer claims refund was not received,under_review
CB_000331,TXN_002799,product_not_as_described,2007.0,2026-06-17,Customer claims product was different from description,won
CB_000332,TXN_002803,credit_not_processed,1864.34,2026-06-06,Customer claims refund was not received,lost
CB_000333,TXN_002813,fraudulent,2221.39,2026-07-29,Customer does not recognize transaction,open
CB_000334,TXN_002820,duplicate_transaction,1798.96,2026-06-28,Customer claims duplicate charge,under_review
CB_000335,TXN_002869,product_not_received,11251.05,2026-07-14,Customer claims product was not received,won
CB_000336,TXN_002874,duplicate_transaction,4570.74,2026-04-16,Customer claims duplicate charge,under_review
CB_000337,TXN_002891,fraudulent,3940.21,2026-05-05,Customer does not recognize transaction,open
CB_000338,TXN_002907,product_not_received,2266.74,2026-03-12,Customer claims product was not received,under_review
CB_000339,TXN_002919,product_not_received,3882.82,2026-09-06,Customer claims product was not received,won
CB_000340,TXN_002920,product_not_received,1353.88,2026-02-23,Customer claims product was not received,lost
CB_000341,TXN_002930,duplicate_transaction,4235.63,2026-04-10,Customer claims duplicate charge,won
CB_000342,TXN_002937,credit_not_processed,4319.66,2026-05-25,Customer claims refund was not received,lost
CB_000343,TXN_002948,product_not_as_described,3087.54,2026-03-04,Customer claims product was different from description,open
CB_000344,TXN_002962,fraudulent,9745.51,2026-06-10,Customer does not recognize transaction,lost
CB_000345,TXN_002977,duplicate_transaction,2599.87,2026-04-05,Customer claims duplicate charge,under_review
CB_000346,TXN_002980,duplicate_transaction,1789.4,2026-06-15,Customer claims duplicate charge,lost
CB_000347,TXN_002986,product_not_as_described,9516.05,2026-03-25,Customer claims product was different from description,won
CB_000348,TXN_002991,duplicate_transaction,6124.03,2026-03-06,Customer claims duplicate charge,open
CB_000349,TXN_002994,product_not_as_described,5920.13,2026-02-24,Customer claims product was different from description,open
CB_000350,TXN_002995,credit_not_processed,5485.44,2026-06-14,Customer claims refund was not received,open
CB_000351,TXN_003020,duplicate_transaction,2096.06,2026-04-12,Customer claims duplicate charge,under_review
CB_000352,TXN_003022,credit_not_processed,3140.36,2026-02-14,Customer claims refund was not received,won
CB_000353,TXN_003032,duplicate_transaction,3825.49,2026-08-04,Customer claims duplicate charge,lost
CB_000354,TXN_003035,product_not_received,4922.01,2026-08-31,Customer claims product was not received,lost
CB_000355,TXN_003039,duplicate_transaction,4901.21,2026-04-10,Customer claims duplicate charge,open
CB_000356,TXN_003056,product_not_received,700.61,2026-04-14,Customer claims product was not received,won
CB_000357,TXN_003057,product_not_received,3796.71,2026-01-15,Customer claims product was not received,won
CB_000358,TXN_003058,duplicate_transaction,1634.0,2026-02-06,Customer claims duplicate charge,under_review
CB_000359,TXN_003080,product_not_received,7096.82,2026-07-15,Customer claims product was not received,open
CB_000360,TXN_003091,product_not_as_described,2454.95,2026-03-17,Customer claims product was different from description,open
CB_000361,TXN_003096,fraudulent,925.79,2026-02-09,Customer does not recognize transaction,under_review
CB_000362,TXN_003102,duplicate_transaction,4078.94,2026-07-21,Customer claims duplicate charge,won
CB_000363,TXN_003105,product_not_as_described,6737.86,2026-01-12,Customer claims product was different from description,won
CB_000364,TXN_003125,product_not_received,6863.62,2026-06-08,Customer claims product was not received,under_review
CB_000365,TXN_003126,credit_not_processed,2928.99,2026-07-08,Customer claims refund was not received,open
CB_000366,TXN_003128,duplicate_transaction,5885.89,2026-05-03,Customer claims duplicate charge,won
CB_000367,TXN_003136,credit_not_processed,7685.89,2026-07-23,Customer claims refund was not received,under_review
CB_000368,TXN_003144,product_not_received,3401.43,2026-07-01,Customer claims product was not received,open
CB_000369,TXN_003171,fraudulent,6644.01,2026-04-27,Customer does not recognize transaction,won
CB_000370,TXN_003175,duplicate_transaction,2775.15,2026-06-05,Customer claims duplicate charge,open
CB_000371,TXN_003184,fraudulent,1069.13,2026-05-24,Customer does not recognize transaction,lost
CB_000372,TXN_003190,product_not_as_described,4017.25,2026-02-21,Customer claims product was different from description,open
CB_000373,TXN_003195,product_not_as_described,1811.14,2026-04-24,Customer claims product was different from description,lost
CB_000374,TXN_003200,fraudulent,8118.52,2026-06-10,Customer does not recognize transaction,open
CB_000375,TXN_003249,product_not_received,11845.91,2026-03-04,Customer claims product was not received,under_review
CB_000376,TXN_003251,fraudulent,6100.32,2026-09-14,Customer does not recognize transaction,open
CB_000377,TXN_003264,duplicate_transaction,10043.14,2026-04-15,Customer claims duplicate charge,lost
CB_000378,TXN_003307,product_not_received,7890.84,2026-07-06,Customer claims product was not received,lost
CB_000379,TXN_003310,duplicate_transaction,3574.84,2026-01-14,Customer claims duplicate charge,lost
CB_000380,TXN_003311,duplicate_transaction,3631.04,2026-05-20,Customer claims duplicate charge,open
CB_000381,TXN_003318,product_not_as_described,22697.44,2026-05-26,Customer claims product was different from description,open
CB_000382,TXN_003321,product_not_as_described,1622.18,2026-02-02,Customer claims product was different from description,won
CB_000383,TXN_003327,credit_not_processed,1679.66,2026-04-25,Customer claims refund was not received,under_review
CB_000384,TXN_003331,fraudulent,7049.83,2026-07-26,Customer does not recognize transaction,open
CB_000385,TXN_003334,product_not_as_described,4284.88,2026-09-11,Customer claims product was different from description,open
CB_000386,TXN_003345,duplicate_transaction,15023.91,2026-01-27,Customer claims duplicate charge,lost
CB_000387,TXN_003347,credit_not_processed,6168.74,2026-02-25,Customer claims refund was not received,won
CB_000388,TXN_003358,credit_not_processed,2570.68,2026-02-24,Customer claims refund was not received,open
CB_000389,TXN_003360,product_not_as_described,5492.99,2026-05-09,Customer claims product was different from description,won
CB_000390,TXN_003362,fraudulent,2564.57,2026-02-05,Customer does not recognize transaction,lost
CB_000391,TXN_003368,fraudulent,26073.8,2026-05-23,Customer does not recognize transaction,lost
CB_000392,TXN_003370,product_not_received,1208.46,2026-09-14,Customer claims product was not received,lost
CB_000393,TXN_003380,product_not_received,3277.44,2026-02-24,Customer claims product was not received,lost
CB_000394,TXN_003383,duplicate_transaction,2384.22,2026-04-03,Customer claims duplicate charge,won
CB_000395,TXN_003391,product_not_as_described,2470.19,2026-03-17,Customer claims product was different from description,lost
CB_000396,TXN_003395,product_not_as_described,3686.72,2026-05-18,Customer claims product was different from description,lost
CB_000397,TXN_003407,product_not_received,1051.13,2026-04-28,Customer claims product was not received,lost
CB_000398,TXN_003423,product_not_received,8266.16,2026-07-27,Customer claims product was not received,under_review
CB_000399,TXN_003446,credit_not_processed,2288.3,2026-09-09,Customer claims refund was not received,won
CB_000400,TXN_003453,fraudulent,2308.53,2026-05-27,Customer does not recognize transaction,open
CB_000401,TXN_003465,product_not_as_described,9473.64,2026-09-02,Customer claims product was different from description,under_review
CB_000402,TXN_003489,fraudulent,8215.0,2026-09-09,Customer does not recognize transaction,under_review
CB_000403,TXN_003494,duplicate_transaction,4873.52,2026-05-29,Customer claims duplicate charge,under_review
CB_000404,TXN_003497,product_not_as_described,6644.76,2026-05-18,Customer claims product was different from description,won
CB_000405,TXN_003499,credit_not_processed,5088.28,2026-07-11,Customer claims refund was not received,open
CB_000406,TXN_003500,product_not_received,11322.34,2026-07-30,Customer claims product was not received,under_review
CB_000407,TXN_003502,product_not_received,3719.57,2026-03-26,Customer claims product was not received,won
CB_000408,TXN_003504,fraudulent,4422.12,2026-05-19,Customer does not recognize transaction,under_review
CB_000409,TXN_003520,fraudulent,3584.58,2026-08-30,Customer does not recognize transaction,won
CB_000410,TXN_003527,fraudulent,4122.44,2026-04-28,Customer does not recognize transaction,won
CB_000411,TXN_003529,product_not_received,2911.32,2026-06-26,Customer claims product was not received,won
CB_000412,TXN_003543,product_not_as_described,3227.82,2026-08-13,Customer claims product was different from description,open
CB_000413,TXN_003557,product_not_received,3062.25,2026-05-08,Customer claims product was not received,won
CB_000414,TXN_003559,credit_not_processed,8924.46,2026-07-31,Customer claims refund was not received,open
CB_000415,TXN_003585,product_not_received,2735.26,2026-05-17,Customer claims product was not received,open
CB_000416,TXN_003586,product_not_as_described,1749.27,2026-07-23,Customer claims product was different from description,won
CB_000417,TXN_003598,credit_not_processed,3190.05,2026-06-06,Customer claims refund was not received,lost
CB_000418,TXN_003607,duplicate_transaction,4211.9,2026-01-20,Customer claims duplicate charge,open
CB_000419,TXN_003608,duplicate_transaction,3702.68,2026-06-24,Customer claims duplicate charge,open
CB_000420,TXN_003618,product_not_as_described,3659.89,2026-04-07,Customer claims product was different from description,lost
CB_000421,TXN_003627,credit_not_processed,6308.45,2026-09-02,Customer claims refund was not received,won
CB_000422,TXN_003636,credit_not_processed,1263.33,2026-08-21,Customer claims refund was not received,won
CB_000423,TXN_003638,product_not_as_described,1356.87,2026-08-26,Customer claims product was different from description,lost
CB_000424,TXN_003639,product_not_received,2015.25,2026-04-23,Customer claims product was not received,open
CB_000425,TXN_003642,credit_not_processed,650.04,2026-04-13,Customer claims refund was not received,open
CB_000426,TXN_003646,fraudulent,9087.46,2026-04-05,Customer does not recognize transaction,open
CB_000427,TXN_003648,fraudulent,2855.21,2026-05-17,Customer does not recognize transaction,won
CB_000428,TXN_003656,product_not_received,779.23,2026-04-04,Customer claims product was not received,lost
CB_000429,TXN_003667,product_not_as_described,1133.88,2026-07-25,Customer claims product was different from description,won
CB_000430,TXN_003668,fraudulent,2650.74,2026-07-28,Customer does not recognize transaction,won
CB_000431,TXN_003696,duplicate_transaction,9096.88,2026-01-16,Customer claims duplicate charge,under_review
CB_000432,TXN_003697,duplicate_transaction,1454.14,2026-06-23,Customer claims duplicate charge,open
CB_000433,TXN_003705,product_not_as_described,1398.45,2026-05-02,Customer claims product was different from description,under_review
CB_000434,TXN_003706,fraudulent,5093.71,2026-01-22,Customer does not recognize transaction,won
CB_000435,TXN_003710,duplicate_transaction,2744.63,2026-06-22,Customer claims duplicate charge,won
CB_000436,TXN_003720,fraudulent,4307.43,2026-04-01,Customer does not recognize transaction,under_review
CB_000437,TXN_003722,product_not_received,2892.8,2026-08-20,Customer claims product was not received,won
CB_000438,TXN_003729,product_not_received,2400.1,2026-03-16,Customer claims product was not received,open
CB_000439,TXN_003740,product_not_as_described,9477.63,2026-05-02,Customer claims product was different from description,open
CB_000440,TXN_003743,product_not_received,3841.24,2026-08-31,Customer claims product was not received,open
CB_000441,TXN_003751,duplicate_transaction,1493.1,2026-05-29,Customer claims duplicate charge,lost
CB_000442,TXN_003779,credit_not_processed,2311.87,2026-04-29,Customer claims refund was not received,open
CB_000443,TXN_003782,duplicate_transaction,2656.81,2026-02-05,Customer claims duplicate charge,open
CB_000444,TXN_003787,product_not_as_described,2024.26,2026-07-23,Customer claims product was different from description,under_review
CB_000445,TXN_003791,duplicate_transaction,9176.87,2026-04-09,Customer claims duplicate charge,open
CB_000446,TXN_003792,product_not_received,386.87,2026-04-12,Customer claims product was not received,lost
CB_000447,TXN_003828,fraudulent,4532.87,2026-03-26,Customer does not recognize transaction,under_review
CB_000448,TXN_003836,duplicate_transaction,269.96,2026-04-13,Customer claims duplicate charge,under_review
CB_000449,TXN_003842,credit_not_processed,4394.94,2026-03-15,Customer claims refund was not received,open
CB_000450,TXN_003850,product_not_received,3429.62,2026-07-08,Customer claims product was not received,won
CB_000451,TXN_003862,fraudulent,4337.51,2026-02-28,Customer does not recognize transaction,lost
CB_000452,TXN_003872,credit_not_processed,4167.3,2026-07-25,Customer claims refund was not received,won
CB_000453,TXN_003874,credit_not_processed,3257.26,2026-03-31,Customer claims refund was not received,under_review
CB_000454,TXN_003875,product_not_received,1183.71,2026-02-07,Customer claims product was not received,lost
CB_000455,TXN_003880,fraudulent,12643.89,2026-05-09,Customer does not recognize transaction,lost
CB_000456,TXN_003896,product_not_received,2953.22,2026-07-07,Customer claims product was not received,under_review
CB_000457,TXN_003897,product_not_received,2335.47,2026-03-27,Customer claims product was not received,won
CB_000458,TXN_003903,fraudulent,5205.1,2026-04-15,Customer does not recognize transaction,lost
CB_000459,TXN_003925,product_not_as_described,3882.86,2026-05-12,Customer claims product was different from description,lost
CB_000460,TXN_003928,duplicate_transaction,4030.3,2026-04-16,Customer claims duplicate charge,open
CB_000461,TXN_003930,credit_not_processed,5279.48,2026-04-21,Customer claims refund was not received,won
CB_000462,TXN_003936,credit_not_processed,2891.76,2026-02-18,Customer claims refund was not received,open
CB_000463,TXN_003937,fraudulent,7478.25,2026-05-17,Customer does not recognize transaction,won
CB_000464,TXN_003946,duplicate_transaction,2746.47,2026-05-13,Customer claims duplicate charge,lost
CB_000465,TXN_003955,product_not_as_described,1137.61,2026-08-02,Customer claims product was different from description,under_review
CB_000466,TXN_003958,credit_not_processed,5109.64,2026-05-04,Customer claims refund was not received,open
CB_000467,TXN_003964,duplicate_transaction,570.16,2026-04-28,Customer claims duplicate charge,lost
CB_000468,TXN_003970,credit_not_processed,6148.63,2026-08-25,Customer claims refund was not received,open
CB_000469,TXN_003977,product_not_as_described,2932.14,2026-08-04,Customer claims product was different from description,won
CB_000470,TXN_003978,product_not_received,10094.07,2026-05-23,Customer claims product was not received,lost
CB_000471,TXN_003993,fraudulent,13571.76,2026-03-06,Customer does not recognize transaction,won
CB_000472,TXN_004003,fraudulent,13453.77,2026-07-02,Customer does not recognize transaction,under_review
CB_000473,TXN_004017,product_not_as_described,2117.51,2026-08-25,Customer claims product was different from description,open
CB_000474,TXN_004027,product_not_as_described,3541.15,2026-02-22,Customer claims product was different from description,open
CB_000475,TXN_004032,duplicate_transaction,700.58,2026-04-28,Customer claims duplicate charge,lost
CB_000476,TXN_004033,duplicate_transaction,824.97,2026-06-21,Customer claims duplicate charge,lost
CB_000477,TXN_004043,fraudulent,10935.1,2026-08-24,Customer does not recognize transaction,under_review
CB_000478,TXN_004049,fraudulent,2557.54,2026-06-29,Customer does not recognize transaction,won
CB_000479,TXN_004078,fraudulent,3177.37,2026-07-15,Customer does not recognize transaction,lost
CB_000480,TXN_004084,fraudulent,2587.72,2026-03-18,Customer does not recognize transaction,won
CB_000481,TXN_004085,fraudulent,1333.49,2026-07-01,Customer does not recognize transaction,open
CB_000482,TXN_004109,fraudulent,3254.85,2026-04-17,Customer does not recognize transaction,lost
CB_000483,TXN_004115,product_not_as_described,3621.01,2026-08-30,Customer claims product was different from description,under_review
CB_000484,TXN_004137,credit_not_processed,2028.82,2026-06-13,Customer claims refund was not received,open
CB_000485,TXN_004155,product_not_as_described,2695.32,2026-04-15,Customer claims product was different from description,open
CB_000486,TXN_004159,product_not_received,2480.84,2026-02-19,Customer claims product was not received,won
CB_000487,TXN_004164,duplicate_transaction,2195.1,2026-06-18,Customer claims duplicate charge,lost
CB_000488,TXN_004174,credit_not_processed,10881.07,2026-07-26,Customer claims refund was not received,won
CB_000489,TXN_004199,credit_not_processed,1976.95,2026-02-07,Customer claims refund was not received,open
CB_000490,TXN_004206,product_not_as_described,1474.55,2026-06-05,Customer claims product was different from description,won
CB_000491,TXN_004216,product_not_received,14270.32,2026-08-19,Customer claims product was not received,under_review
CB_000492,TXN_004217,fraudulent,3738.72,2026-03-01,Customer does not recognize transaction,open
CB_000493,TXN_004218,duplicate_transaction,3763.36,2026-04-16,Customer claims duplicate charge,won
CB_000494,TXN_004224,product_not_as_described,5853.29,2026-04-22,Customer claims product was different from description,won
CB_000495,TXN_004230,credit_not_processed,2254.85,2026-08-06,Customer claims refund was not received,won
CB_000496,TXN_004239,credit_not_processed,10869.12,2026-05-17,Customer claims refund was not received,open
CB_000497,TXN_004255,duplicate_transaction,13716.61,2026-03-09,Customer claims duplicate charge,under_review
CB_000498,TXN_004270,product_not_as_described,7280.26,2026-01-23,Customer claims product was different from description,under_review
CB_000499,TXN_004281,duplicate_transaction,4343.71,2026-02-06,Customer claims duplicate charge,won
CB_000500,TXN_004284,credit_not_processed,6068.75,2026-02-12,Customer claims refund was not received,lost
CB_000501,TXN_004289,credit_not_processed,1819.56,2026-08-01,Customer claims refund was not received,under_review
CB_000502,TXN_004291,product_not_as_described,1758.07,2026-08-03,Customer claims product was different from description,won
CB_000503,TXN_004293,product_not_received,1571.25,2026-07-16,Customer claims product was not received,won
CB_000504,TXN_004299,product_not_as_described,7080.54,2026-06-11,Customer claims product was different from description,won
CB_000505,TXN_004312,credit_not_processed,4350.98,2026-03-27,Customer claims refund was not received,under_review
CB_000506,TXN_004321,fraudulent,3606.72,2026-08-14,Customer does not recognize transaction,won
CB_000507,TXN_004325,duplicate_transaction,798.25,2026-02-15,Customer claims duplicate charge,open
CB_000508,TXN_004330,credit_not_processed,1427.92,2026-04-07,Customer claims refund was not received,won
CB_000509,TXN_004336,fraudulent,8028.83,2026-03-11,Customer does not recognize transaction,won
CB_000510,TXN_004342,credit_not_processed,3342.94,2026-07-05,Customer claims refund was not received,under_review
CB_000511,TXN_004349,fraudulent,16278.27,2026-04-20,Customer does not recognize transaction,won
CB_000512,TXN_004364,fraudulent,4722.42,2026-06-28,Customer does not recognize transaction,won
CB_000513,TXN_004372,product_not_received,5472.9,2026-05-15,Customer claims product was not received,lost
CB_000514,TXN_004374,duplicate_transaction,3384.96,2026-02-03,Customer claims duplicate charge,open
CB_000515,TXN_004394,product_not_as_described,4837.76,2026-08-07,Customer claims product was different from description,won
CB_000516,TXN_004400,duplicate_transaction,25543.81,2026-07-12,Customer claims duplicate charge,won
CB_000517,TXN_004428,duplicate_transaction,1394.9,2026-08-08,Customer claims duplicate charge,lost
CB_000518,TXN_004431,product_not_as_described,592.63,2026-02-21,Customer claims product was different from description,lost
CB_000519,TXN_004460,fraudulent,939.06,2026-04-17,Customer does not recognize transaction,lost
CB_000520,TXN_004468,duplicate_transaction,1928.3,2026-06-08,Customer claims duplicate charge,open
CB_000521,TXN_004470,fraudulent,1164.32,2026-03-15,Customer does not recognize transaction,open
CB_000522,TXN_004483,product_not_as_described,6220.33,2026-05-07,Customer claims product was different from description,lost
CB_000523,TXN_004486,fraudulent,3397.69,2026-04-03,Customer does not recognize transaction,under_review
CB_000524,TXN_004489,product_not_as_described,3716.76,2026-08-06,Customer claims product was different from description,under_review
CB_000525,TXN_004508,product_not_received,2439.44,2026-04-13,Customer claims product was not received,lost
CB_000526,TXN_004510,fraudulent,14661.1,2026-07-15,Customer does not recognize transaction,open
CB_000527,TXN_004511,fraudulent,2619.19,2026-02-20,Customer does not recognize transaction,open
CB_000528,TXN_004512,credit_not_processed,2792.22,2026-06-18,Customer claims refund was not received,lost
CB_000529,TXN_004527,product_not_received,3002.62,2026-08-12,Customer claims product was not received,lost
CB_000530,TXN_004534,product_not_as_described,12316.23,2026-05-22,Customer claims product was different from description,lost
CB_000531,TXN_004545,product_not_received,1767.51,2026-03-26,Customer claims product was not received,won
CB_000532,TXN_004555,product_not_as_described,5965.03,2026-03-31,Customer claims product was different from description,under_review
CB_000533,TXN_004572,credit_not_processed,5589.02,2026-02-04,Customer claims refund was not received,under_review
CB_000534,TXN_004574,product_not_received,4019.52,2026-04-24,Customer claims product was not received,won
CB_000535,TXN_004579,fraudulent,5783.18,2026-07-07,Customer does not recognize transaction,under_review
CB_000536,TXN_004580,fraudulent,4760.46,2026-06-29,Customer does not recognize transaction,open
CB_000537,TXN_004584,duplicate_transaction,13690.69,2026-08-25,Customer claims duplicate charge,won
CB_000538,TXN_004585,product_not_as_described,4092.64,2026-02-10,Customer claims product was different from description,lost
CB_000539,TXN_004589,credit_not_processed,3630.23,2026-08-26,Customer claims refund was not received,lost
CB_000540,TXN_004591,fraudulent,1392.23,2026-04-06,Customer does not recognize transaction,under_review
CB_000541,TXN_004623,duplicate_transaction,3379.24,2026-07-15,Customer claims duplicate charge,won
CB_000542,TXN_004640,credit_not_processed,2527.88,2026-01-22,Customer claims refund was not received,won
CB_000543,TXN_004641,product_not_as_described,5732.74,2026-09-05,Customer claims product was different from description,open
CB_000544,TXN_004644,duplicate_transaction,3328.35,2026-09-12,Customer claims duplicate charge,under_review
CB_000545,TXN_004654,product_not_received,15173.93,2026-06-16,Customer claims product was not received,won
CB_000546,TXN_004660,fraudulent,933.28,2026-05-01,Customer does not recognize transaction,won
CB_000547,TXN_004672,fraudulent,4374.94,2026-08-08,Customer does not recognize transaction,open
CB_000548,TXN_004682,product_not_received,18475.41,2026-03-22,Customer claims product was not received,open
CB_000549,TXN_004706,fraudulent,2051.12,2026-08-19,Customer does not recognize transaction,lost
CB_000550,TXN_004724,product_not_received,6380.97,2026-08-25,Customer claims product was not received,under_review
CB_000551,TXN_004739,fraudulent,4698.15,2026-03-11,Customer does not recognize transaction,won
CB_000552,TXN_004750,duplicate_transaction,13710.25,2026-08-21,Customer claims duplicate charge,won
CB_000553,TXN_004751,duplicate_transaction,1645.76,2026-05-17,Customer claims duplicate charge,won
CB_000554,TXN_004754,duplicate_transaction,1785.84,2026-02-07,Customer claims duplicate charge,open
CB_000555,TXN_004758,product_not_as_described,2944.03,2026-06-22,Customer claims product was different from description,open
CB_000556,TXN_004770,duplicate_transaction,6607.44,2026-03-04,Customer claims duplicate charge,won
CB_000557,TXN_004787,fraudulent,3747.25,2026-04-06,Customer does not recognize transaction,under_review
CB_000558,TXN_004794,duplicate_transaction,3311.65,2026-03-12,Customer claims duplicate charge,under_review
CB_000559,TXN_004810,product_not_as_described,7681.21,2026-09-05,Customer claims product was different from description,open
CB_000560,TXN_004817,fraudulent,1892.02,2026-08-22,Customer does not recognize transaction,open
CB_000561,TXN_004832,fraudulent,1594.7,2026-01-26,Customer does not recognize transaction,lost
CB_000562,TXN_004848,product_not_received,6147.69,2026-04-11,Customer claims product was not received,under_review
CB_000563,TXN_004859,product_not_received,2466.25,2026-06-07,Customer claims product was not received,open
CB_000564,TXN_004872,duplicate_transaction,1776.36,2026-06-30,Customer claims duplicate charge,under_review
CB_000565,TXN_004876,duplicate_transaction,2280.18,2026-07-29,Customer claims duplicate charge,under_review
CB_000566,TXN_004884,fraudulent,5127.69,2026-04-02,Customer does not recognize transaction,under_review
CB_000567,TXN_004894,fraudulent,6518.54,2026-04-23,Customer does not recognize transaction,open
CB_000568,TXN_004902,credit_not_processed,4663.41,2026-08-10,Customer claims refund was not received,under_review
CB_000569,TXN_004945,product_not_received,5912.39,2026-02-07,Customer claims product was not received,open
CB_000570,TXN_004954,fraudulent,1519.29,2026-08-23,Customer does not recognize transaction,won
CB_000571,TXN_004978,duplicate_transaction,7386.44,2026-07-05,Customer claims duplicate charge,lost
CB_000572,TXN_004980,fraudulent,3764.3,2026-04-27,Customer does not recognize transaction,won
CB_000573,TXN_004981,fraudulent,1201.07,2026-07-31,Customer does not recognize transaction,under_review
CB_000574,TXN_004991,fraudulent,2222.7,2026-01-09,Customer does not recognize transaction,open
CB_000575,TXN_004993,product_not_received,4536.6,2026-07-17,Customer claims product was not received,under_review
CB_000576,TXN_004997,fraudulent,8544.9,2026-02-06,Customer does not recognize transaction,open
