transaction_id,customer_id,amount,payment_method,device_id,ip_country,transaction_time,authentication_status,previous_transactions
TXN_001405,CUST_01478,1870.13,upi,DEV_00933,US,2026-05-30,failed,19
TXN_001406,CUST_01424,4979.67,wallet,DEV_00403,SG,2026-08-14,success,30
TXN_001407,CUST_00798,3551.83,netbanking,DEV_02597,IN,2026-02-20,failed,33
TXN_001408,CUST_01278,7890.78,card,DEV_01811,IN,2026-05-02,success,47
TXN_001409,CUST_01492,10402.91,card,DEV_02222,SG,2026-02-25,failed,29
TXN_001410,CUST_00395,1181.0,netbanking,DEV_02332,IN,2026-05-29,failed,37
TXN_001411,CUST_00622,1900.02,card,DEV_02950,AE,2026-07-19,success,35
TXN_001412,CUST_00884,1115.11,wallet,DEV_00003,GB,2026-07-13,failed,14
TXN_001413,CUST_01655,753.03,netbanking,DEV_02018,US,2026-03-26,failed,9
TXN_001414,CUST_00537,4323.74,netbanking,DEV_02644,GB,2026-03-09,success,20
TXN_001415,CUST_00313,1301.7,netbanking,DEV_01128,SG,2026-05-09,success,1
TXN_001416,CUST_01700,8659.35,wallet,DEV_00457,US,2026-05-05,success,9
TXN_001417,CUST_00002,2895.3,netbanking,DEV_02088,AE,2026-05-07,success,15
TXN_001418,CUST_00890,1395.73,upi,DEV_00269,AE,2026-06-22,success,20
TXN_001419,CUST_01377,27261.83,card,DEV_01816,GB,2026-06-13,success,39
TXN_001420,CUST_00415,7178.82,upi,DEV_00446,US,2026-02-24,success,40
TXN_001421,CUST_00453,5529.62,netbanking,DEV_01311,SG,2026-05-01,success,24
TXN_001422,CUST_01181,4821.81,netbanking,DEV_02497,US,2026-05-27,success,47
TXN_001423,CUST_00694,1893.59,netbanking,DEV_00641,US,2026-07-16,failed,32
TXN_001424,CUST_01083,3529.8,upi,DEV_00647,SG,2026-06-19,success,15
TXN_001425,CUST_00833,4840.18,netbanking,DEV_02116,AE,2026-06-17,failed,45
TXN_001426,CUST_00977,11155.25,netbanking,DEV_00937,GB,2026-05-01,success,38
TXN_001427,CUST_00816,9111.61,netbanking,DEV_00594,GB,2026-03-27,success,11
TXN_001428,CUST_00878,1144.69,netbanking,DEV_01843,GB,2026-04-19,failed,42
TXN_001429,CUST_00346,20763.88,wallet,DEV_00024,AE,2026-01-15,failed,30
TXN_001430,CUST_01236,2981.02,netbanking,DEV_02646,US,2026-04-27,success,23
TXN_001431,CUST_01982,3600.46,card,DEV_02885,US,2026-02-23,success,45
TXN_001432,CUST_00439,4694.79,netbanking,DEV_01530,IN,2026-03-24,failed,22
TXN_001433,CUST_00751,2434.84,wallet,DEV_01335,SG,2026-05-24,success,10
TXN_001434,CUST_01877,2323.54,upi,DEV_02530,SG,2026-04-23,success,39
TXN_001435,CUST_01710,1822.75,card,DEV_00305,US,2026-02-11,success,6
TXN_001436,CUST_00957,971.18,wallet,DEV_02955,SG,2026-05-01,success,43
TXN_001437,CUST_00676,1863.48,wallet,DEV_02818,AE,2026-03-05,success,23
TXN_001438,CUST_01667,1847.99,wallet,DEV_00243,IN,2026-01-15,success,33
TXN_001439,CUST_00786,1416.18,netbanking,DEV_02204,GB,2026-04-23,success,21
TXN_001440,CUST_01761,2375.04,card,DEV_01933,US,2026-08-14,success,20
TXN_001441,CUST_00192,2538.05,netbanking,DEV_01695,US,2026-08-12,success,24
TXN_001442,CUST_00727,1494.81,netbanking,DEV_02352,US,2026-05-24,success,1
TXN_001443,CUST_01349,788.81,wallet,DEV_01005,GB,2026-05-27,success,15
TXN_001444,CUST_01685,2496.0,netbanking,DEV_02825,IN,2026-02-05,success,42
TXN_001445,CUST_00070,2982.16,netbanking,DEV_01480,AE,2026-07-11,success,49
TXN_001446,CUST_01890,854.42,upi,DEV_01316,AE,2026-02-28,failed,42
TXN_001447,CUST_01293,5083.09,netbanking,DEV_01365,US,2026-06-23,success,8
TXN_001448,CUST_01649,1962.25,netbanking,DEV_02473,IN,2026-02-05,success,10
TXN_001449,CUST_00002,1786.97,wallet,DEV_01751,AE,2026-07-26,failed,15
TXN_001450,CUST_01521,1087.69,card,DEV_02165,IN,2026-05-12,success,50
TXN_001451,CUST_01003,5678.21,card,DEV_02318,AE,2026-01-09,success,45
TXN_001452,CUST_00485,1120.53,wallet,DEV_01158,SG,2026-03-27,success,41
TXN_001453,CUST_01777,7839.41,card,DEV_02316,IN,2026-05-23,success,23
TXN_001454,CUST_00311,454.78,upi,DEV_02104,IN,2026-05-27,failed,37
TXN_001455,CUST_00180,3020.46,upi,DEV_00300,AE,2026-07-29,success,9
TXN_001456,CUST_01696,5558.78,wallet,DEV_01849,US,2026-06-16,success,11
TXN_001457,CUST_01252,3406.34,card,DEV_00745,SG,2026-03-28,failed,48
TXN_001458,CUST_01177,12584.27,wallet,DEV_00088,AE,2026-05-28,success,44
TXN_001459,CUST_00060,6936.45,card,DEV_02555,AE,2026-01-05,success,31
TXN_001460,CUST_01577,5399.74,upi,DEV_01321,AE,2026-02-08,success,39
TXN_001461,CUST_00548,7911.98,upi,DEV_02394,GB,2026-05-17,failed,9
TXN_001462,CUST_01621,7534.05,upi,DEV_02353,GB,2026-08-14,success,29
TXN_001463,CUST_01412,1473.25,upi,DEV_00608,US,2026-03-20,success,50
TXN_001464,CUST_00944,4088.02,card,DEV_00108,SG,2026-06-04,success,40
TXN_001465,CUST_00124,1860.05,upi,DEV_02213,GB,2026-01-18,success,37
TXN_001466,CUST_00512,3321.52,netbanking,DEV_00943,US,2026-02-21,success,12
TXN_001467,CUST_00182,1928.5,upi,DEV_01738,GB,2026-03-01,success,24
TXN_001468,CUST_01696,3809.89,netbanking,DEV_00112,US,2026-08-13,failed,11
TXN_001469,CUST_00168,2042.92,card,DEV_01537,IN,2026-04-24,success,30
TXN_001470,CUST_01369,1894.09,wallet,DEV_00202,AE,2026-04-23,failed,47
TXN_001471,CUST_01819,5660.98,upi,DEV_00843,AE,2026-06-01,success,12
TXN_001472,CUST_00418,2551.88,card,DEV_00718,SG,2026-05-29,success,20
TXN_001473,CUST_01390,978.47,upi,DEV_00859,IN,2026-05-06,success,35
TXN_001474,CUST_00969,4113.81,netbanking,DEV_01701,US,2026-02-23,success,16
TXN_001475,CUST_00701,8084.94,netbanking,DEV_01958,GB,2026-05-11,success,36
TXN_001476,CUST_01610,2350.9,wallet,DEV_00067,IN,2026-04-08,failed,6
TXN_001477,CUST_01088,3168.93,wallet,DEV_00410,GB,2026-04-03,success,4
TXN_001478,CUST_00443,9223.77,card,DEV_01779,GB,2026-02-28,success,50
TXN_001479,CUST_01325,1406.13,wallet,DEV_01931,IN,2026-03-12,success,7
TXN_001480,CUST_00286,2659.02,card,DEV_00577,US,2026-02-15,success,7
TXN_001481,CUST_00949,19926.56,upi,DEV_02125,US,2026-02-05,failed,22
TXN_001482,CUST_01295,3064.54,card,DEV_00251,SG,2026-07-25,success,48
TXN_001483,CUST_00649,3788.83,netbanking,DEV_01523,SG,2026-04-17,success,22
TXN_001484,CUST_01742,3633.08,wallet,DEV_00707,US,2026-05-13,success,27
TXN_001485,CUST_00561,2099.25,upi,DEV_01496,IN,2026-07-21,success,20
TXN_001486,CUST_01416,3189.59,card,DEV_02038,US,2026-03-20,failed,18
TXN_001487,CUST_00378,2390.1,netbanking,DEV_01087,SG,2026-03-24,success,36
TXN_001488,CUST_00050,5629.39,card,DEV_01359,IN,2026-05-01,success,35
TXN_001489,CUST_01869,4861.68,upi,DEV_01670,IN,2026-05-19,failed,50
TXN_001490,CUST_00879,14380.66,upi,DEV_00648,IN,2026-01-04,success,18
TXN_001491,CUST_01588,2586.33,upi,DEV_00378,AE,2026-01-17,success,45
TXN_001492,CUST_01168,2407.68,wallet,DEV_01903,AE,2026-08-08,failed,3
TXN_001493,CUST_00283,7590.66,upi,DEV_02471,IN,2026-03-21,failed,21
TXN_001494,CUST_00217,2081.91,wallet,DEV_01053,US,2026-03-24,success,13
TXN_001495,CUST_01492,3505.24,card,DEV_01958,AE,2026-07-11,success,29
TXN_001496,CUST_00591,11948.96,upi,DEV_00899,SG,2026-02-03,success,30
TXN_001497,CUST_00295,959.22,upi,DEV_02701,IN,2026-07-10,success,48
TXN_001498,CUST_01985,1178.91,wallet,DEV_01157,SG,2026-01-27,success,23
TXN_001499,CUST_00583,340.26,upi,DEV_01027,US,2026-07-06,success,36
TXN_001500,CUST_00099,10202.51,netbanking,DEV_02911,AE,2026-06-21,success,41
TXN_001501,CUST_00974,2489.94,upi,DEV_01344,AE,2026-04-06,success,1
TXN_001502,CUST_00668,5331.37,card,DEV_01578,IN,2026-07-23,success,20
TXN_001503,CUST_01401,9817.57,upi,DEV_00059,US,2026-06-12,success,6
TXN_001504,CUST_01789,8340.49,upi,DEV_00664,AE,2026-03-24,success,7
TXN_001505,CUST_00816,2007.98,wallet,DEV_01982,GB,2026-02-18,failed,11
TXN_001506,CUST_00343,1093.62,wallet,DEV_00880,AE,2026-06-09,success,24
TXN_001507,CUST_00743,10724.99,wallet,DEV_00483,GB,2026-06-17,success,25
TXN_001508,CUST_01600,7496.27,netbanking,DEV_00764,GB,2026-03-29,failed,50
TXN_001509,CUST_01097,1016.55,wallet,DEV_02717,IN,2026-06-21,success,31
TXN_001510,CUST_01813,5139.6,netbanking,DEV_00259,GB,2026-04-20,success,36
TXN_001511,CUST_00591,3840.97,upi,DEV_00388,US,2026-04-28,success,30
TXN_001512,CUST_01857,4739.42,card,DEV_02255,GB,2026-02-02,success,37
TXN_001513,CUST_01917,1404.07,netbanking,DEV_01854,AE,2026-05-22,success,14
TXN_001514,CUST_00875,6594.31,upi,DEV_01629,SG,2026-02-19,success,7
TXN_001515,CUST_00512,3644.95,upi,DEV_00069,US,2026-07-07,success,12
TXN_001516,CUST_00203,600.97,upi,DEV_02306,SG,2026-05-15,success,39
TXN_001517,CUST_01957,5351.78,netbanking,DEV_02210,US,2026-06-27,success,16
TXN_001518,CUST_01391,6666.74,netbanking,DEV_00651,IN,2026-06-24,success,18
TXN_001519,CUST_01421,20551.86,upi,DEV_02934,US,2026-05-19,failed,35
TXN_001520,CUST_01105,3531.77,upi,DEV_01141,IN,2026-04-13,success,17
TXN_001521,CUST_00413,6155.47,wallet,DEV_02138,AE,2026-05-02,failed,41
TXN_001522,CUST_01171,11670.77,netbanking,DEV_00558,GB,2026-01-01,success,37
TXN_001523,CUST_00703,2508.29,netbanking,DEV_02902,SG,2026-06-21,success,42
TXN_001524,CUST_01362,7603.67,upi,DEV_02512,SG,2026-01-18,success,11
TXN_001525,CUST_01423,3638.26,wallet,DEV_00575,US,2026-05-04,success,16
TXN_001526,CUST_01229,1737.55,upi,DEV_01603,US,2026-06-15,failed,25
TXN_001527,CUST_01806,3302.96,wallet,DEV_02423,US,2026-03-05,success,35
TXN_001528,CUST_00720,4926.77,card,DEV_00927,GB,2026-02-05,failed,25
TXN_001529,CUST_01691,4400.43,card,DEV_02974,SG,2026-06-22,success,45
TXN_001530,CUST_01205,1237.49,upi,DEV_01817,US,2026-06-22,success,32
TXN_001531,CUST_00959,1004.69,netbanking,DEV_00045,IN,2026-05-14,success,48
TXN_001532,CUST_01071,10898.03,card,DEV_02575,SG,2026-05-01,success,10
TXN_001533,CUST_00717,6142.32,wallet,DEV_01224,IN,2026-05-19,failed,3
TXN_001534,CUST_00506,1370.02,upi,DEV_00289,GB,2026-08-13,success,23
TXN_001535,CUST_01033,2295.1,card,DEV_01563,GB,2026-01-29,failed,29
TXN_001536,CUST_01573,2023.9,wallet,DEV_02397,US,2026-08-13,failed,7
TXN_001537,CUST_01223,2948.36,netbanking,DEV_00921,SG,2026-01-27,success,27
TXN_001538,CUST_01293,5784.51,netbanking,DEV_00989,AE,2026-08-03,failed,8
TXN_001539,CUST_00432,3944.75,wallet,DEV_00233,IN,2026-08-10,success,29
TXN_001540,CUST_00803,3603.5,netbanking,DEV_01031,SG,2026-03-26,failed,22
TXN_001541,CUST_00632,9139.95,netbanking,DEV_01461,IN,2026-01-04,success,48
TXN_001542,CUST_01349,6859.95,wallet,DEV_00995,SG,2026-05-07,success,15
TXN_001543,CUST_00395,1520.84,wallet,DEV_02727,GB,2026-01-27,failed,37
TXN_001544,CUST_00785,11960.76,wallet,DEV_02485,SG,2026-08-11,failed,21
TXN_001545,CUST_00299,2122.29,card,DEV_02465,IN,2026-06-01,success,24
TXN_001546,CUST_01710,7825.4,card,DEV_00482,US,2026-04-03,failed,6
TXN_001547,CUST_01262,5263.53,wallet,DEV_02943,IN,2026-03-30,failed,46
TXN_001548,CUST_01696,1868.95,wallet,DEV_02349,SG,2026-01-10,failed,11
TXN_001549,CUST_00187,1816.17,wallet,DEV_02741,IN,2026-02-25,success,45
TXN_001550,CUST_00347,1372.07,card,DEV_02583,GB,2026-01-26,success,41
TXN_001551,CUST_00205,5907.5,wallet,DEV_00117,AE,2026-08-06,success,27
TXN_001552,CUST_01945,1605.94,netbanking,DEV_02798,GB,2026-04-01,success,36
TXN_001553,CUST_01330,2527.99,netbanking,DEV_01827,IN,2026-03-25,failed,38
TXN_001554,CUST_01023,9325.37,netbanking,DEV_00658,US,2026-05-23,success,22
TXN_001555,CUST_01972,2008.3,wallet,DEV_01428,US,2026-08-05,failed,41
TXN_001556,CUST_01481,2919.85,card,DEV_01368,GB,2026-06-07,success,47
TXN_001557,CUST_00879,1469.04,netbanking,DEV_01253,IN,2026-07-04,success,18
TXN_001558,CUST_00585,10317.77,wallet,DEV_01282,SG,2026-05-08,success,40
TXN_001559,CUST_00425,11889.34,wallet,DEV_00829,GB,2026-08-08,failed,50
TXN_001560,CUST_00934,2047.77,netbanking,DEV_01381,AE,2026-04-03,success,24
TXN_001561,CUST_01916,1218.65,upi,DEV_01323,IN,2026-01-29,success,47
TXN_001562,CUST_01654,5295.26,netbanking,DEV_02074,SG,2026-03-17,success,35
TXN_001563,CUST_01079,8649.15,wallet,DEV_02534,IN,2026-02-20,success,48
TXN_001564,CUST_01081,6127.0,card,DEV_02915,SG,2026-08-13,failed,20
TXN_001565,CUST_01922,20262.78,netbanking,DEV_00598,GB,2026-05-17,success,45
TXN_001566,CUST_01307,10399.85,wallet,DEV_00545,AE,2026-01-27,success,42
TXN_001567,CUST_00557,1904.27,card,DEV_01327,US,2026-04-24,success,37
TXN_001568,CUST_01096,1543.82,upi,DEV_02245,US,2026-06-20,success,32
TXN_001569,CUST_01794,3872.89,card,DEV_02026,US,2026-08-02,success,25
TXN_001570,CUST_00285,6097.92,upi,DEV_00926,AE,2026-06-15,success,3
TXN_001571,CUST_01002,6449.24,upi,DEV_00051,GB,2026-03-04,success,48
TXN_001572,CUST_00854,2502.99,wallet,DEV_01798,AE,2026-05-23,success,46
TXN_001573,CUST_01635,3250.0,wallet,DEV_00763,SG,2026-05-29,failed,30
TXN_001574,CUST_01573,2046.38,wallet,DEV_01072,GB,2026-07-25,success,7
TXN_001575,CUST_01336,2581.93,wallet,DEV_01517,GB,2026-03-02,success,16
TXN_001576,CUST_00023,1727.78,netbanking,DEV_00316,US,2026-03-24,success,30
TXN_001577,CUST_01160,683.52,upi,DEV_00396,SG,2026-07-01,failed,45
TXN_001578,CUST_00446,1365.8,netbanking,DEV_00430,SG,2026-02-28,success,17
TXN_001579,CUST_00703,1727.39,upi,DEV_01906,GB,2026-05-28,success,42
TXN_001580,CUST_00268,3286.89,wallet,DEV_02535,AE,2026-05-08,failed,11
TXN_001581,CUST_00850,1258.59,card,DEV_00702,IN,2026-05-24,failed,42
TXN_001582,CUST_01031,10860.59,card,DEV_01424,AE,2026-08-11,success,35
TXN_001583,CUST_00050,6982.3,card,DEV_02794,GB,2026-01-17,success,35
TXN_001584,CUST_01359,2739.08,netbanking,DEV_02981,IN,2026-07-02,failed,16
TXN_001585,CUST_01056,3107.98,wallet,DEV_02885,US,2026-04-12,success,43
TXN_001586,CUST_00041,1659.42,wallet,DEV_01270,SG,2026-06-28,success,7
TXN_001587,CUST_00602,3618.96,netbanking,DEV_00953,SG,2026-07-24,failed,44
TXN_001588,CUST_01707,3177.61,upi,DEV_02211,SG,2026-03-22,success,12
TXN_001589,CUST_01117,3279.72,card,DEV_02917,GB,2026-05-31,success,21
TXN_001590,CUST_01182,2123.75,card,DEV_02515,IN,2026-05-16,failed,22
TXN_001591,CUST_01253,4403.32,upi,DEV_00798,US,2026-06-03,success,50
TXN_001592,CUST_01388,5502.17,upi,DEV_00121,AE,2026-07-06,success,21
TXN_001593,CUST_00934,6500.6,netbanking,DEV_00365,IN,2026-04-14,failed,24
TXN_001594,CUST_00410,2574.96,wallet,DEV_01562,AE,2026-02-05,success,26
TXN_001595,CUST_00926,2217.16,upi,DEV_00393,GB,2026-04-01,success,28
TXN_001596,CUST_01680,2008.58,wallet,DEV_01033,AE,2026-01-24,success,3
TXN_001597,CUST_00496,2511.58,netbanking,DEV_01645,US,2026-02-28,success,38
TXN_001598,CUST_00515,5091.24,card,DEV_01392,AE,2026-07-12,success,46
TXN_001599,CUST_00896,1381.55,netbanking,DEV_00084,SG,2026-01-16,success,14
TXN_001600,CUST_01530,2741.8,netbanking,DEV_00392,US,2026-01-01,success,31
TXN_001601,CUST_01588,3279.33,card,DEV_01339,AE,2026-03-20,success,45
TXN_001602,CUST_01655,1063.95,netbanking,DEV_00285,US,2026-02-18,failed,9
TXN_001603,CUST_01362,9061.99,upi,DEV_02193,US,2026-03-30,success,11
TXN_001604,CUST_01858,5723.62,upi,DEV_02457,GB,2026-05-27,success,17
TXN_001605,CUST_00969,2185.44,wallet,DEV_02894,US,2026-05-10,success,16
TXN_001606,CUST_01095,2624.65,wallet,DEV_00125,SG,2026-01-10,success,8
TXN_001607,CUST_01562,51376.64,netbanking,DEV_01194,IN,2026-03-31,success,40
TXN_001608,CUST_00503,3885.51,upi,DEV_00409,AE,2026-02-19,success,20
TXN_001609,CUST_00945,11981.29,netbanking,DEV_01863,SG,2026-08-01,failed,38
TXN_001610,CUST_00774,1686.45,wallet,DEV_00477,SG,2026-01-17,success,34
TXN_001611,CUST_00083,33568.53,upi,DEV_01498,US,2026-03-03,failed,6
TXN_001612,CUST_01483,11721.28,upi,DEV_01656,IN,2026-04-02,success,26
TXN_001613,CUST_00421,12786.18,wallet,DEV_02702,SG,2026-01-26,success,50
TXN_001614,CUST_01093,986.06,netbanking,DEV_02160,SG,2026-05-28,failed,24
TXN_001615,CUST_01523,5135.57,upi,DEV_01158,GB,2026-02-04,failed,17
TXN_001616,CUST_01199,1120.84,upi,DEV_01200,AE,2026-04-14,failed,32
TXN_001617,CUST_00703,11267.95,wallet,DEV_00338,AE,2026-01-07,failed,42
TXN_001618,CUST_01362,1040.62,card,DEV_01317,SG,2026-05-04,failed,11
TXN_001619,CUST_01748,14618.02,netbanking,DEV_02039,GB,2026-07-17,success,39
TXN_001620,CUST_00061,8828.34,card,DEV_00771,IN,2026-03-20,success,7
TXN_001621,CUST_01709,456.42,netbanking,DEV_00197,SG,2026-01-08,success,3
TXN_001622,CUST_01166,1044.43,netbanking,DEV_01577,US,2026-04-01,success,13
TXN_001623,CUST_00900,13773.22,wallet,DEV_02083,SG,2026-08-06,success,36
TXN_001624,CUST_01555,4630.51,netbanking,DEV_02790,IN,2026-02-24,success,34
TXN_001625,CUST_01414,4371.53,wallet,DEV_00761,US,2026-07-02,success,1
TXN_001626,CUST_01899,2016.68,card,DEV_02925,US,2026-05-07,success,1
TXN_001627,CUST_00336,2739.35,card,DEV_00186,AE,2026-02-22,success,32
TXN_001628,CUST_01287,8649.34,netbanking,DEV_00020,US,2026-06-18,success,46
TXN_001629,CUST_00693,8338.3,upi,DEV_01598,US,2026-04-06,failed,38
TXN_001630,CUST_00329,1643.11,card,DEV_00639,US,2026-06-03,success,48
TXN_001631,CUST_00472,3773.91,netbanking,DEV_01732,SG,2026-07-01,success,33
TXN_001632,CUST_01385,4093.29,upi,DEV_02677,GB,2026-04-15,success,35
TXN_001633,CUST_00592,6371.65,wallet,DEV_01695,AE,2026-03-13,success,40
TXN_001634,CUST_01916,5910.29,wallet,DEV_01039,SG,2026-01-03,failed,47
TXN_001635,CUST_01511,3134.27,card,DEV_02851,AE,2026-02-02,success,29
TXN_001636,CUST_01003,8386.2,card,DEV_02612,IN,2026-01-30,success,45
TXN_001637,CUST_01957,4668.52,wallet,DEV_00273,US,2026-05-18,success,16
TXN_001638,CUST_01939,4717.8,upi,DEV_01051,AE,2026-03-14,success,45
TXN_001639,CUST_00662,2340.54,netbanking,DEV_02336,GB,2026-01-28,success,35
TXN_001640,CUST_01563,2923.97,wallet,DEV_00828,IN,2026-05-23,failed,24
TXN_001641,CUST_01380,3444.85,upi,DEV_00521,SG,2026-01-10,failed,34
TXN_001642,CUST_00429,2496.72,wallet,DEV_00448,IN,2026-02-28,success,5
TXN_001643,CUST_00222,4059.66,wallet,DEV_00756,IN,2026-07-15,success,1
TXN_001644,CUST_00390,19295.33,upi,DEV_01786,SG,2026-04-05,failed,43
TXN_001645,CUST_01008,8584.41,upi,DEV_01811,SG,2026-07-16,success,40
TXN_001646,CUST_01317,1479.54,upi,DEV_00862,GB,2026-01-12,success,32
TXN_001647,CUST_00867,11393.09,upi,DEV_01399,GB,2026-02-14,success,48
TXN_001648,CUST_01820,1082.61,wallet,DEV_00822,IN,2026-04-11,failed,36
TXN_001649,CUST_01356,3167.11,upi,DEV_01196,SG,2026-01-17,success,22
TXN_001650,CUST_01037,5642.14,upi,DEV_02570,US,2026-03-27,failed,6
TXN_001651,CUST_00675,9418.28,card,DEV_01805,IN,2026-08-04,success,6
TXN_001652,CUST_00054,3685.81,netbanking,DEV_02281,US,2026-02-06,success,38
TXN_001653,CUST_01113,5209.84,card,DEV_00457,IN,2026-04-15,success,22
TXN_001654,CUST_01877,4015.74,upi,DEV_02966,GB,2026-04-05,success,39
TXN_001655,CUST_00704,1863.27,upi,DEV_00426,US,2026-01-02,failed,24
TXN_001656,CUST_01419,3220.41,card,DEV_02305,IN,2026-07-28,failed,5
TXN_001657,CUST_00588,2714.7,card,DEV_00920,IN,2026-05-25,success,10
TXN_001658,CUST_00099,5465.76,card,DEV_02658,AE,2026-05-27,failed,41
TXN_001659,CUST_00297,9950.34,netbanking,DEV_02809,SG,2026-04-10,failed,11
TXN_001660,CUST_01364,3212.1,upi,DEV_02798,AE,2026-06-06,success,47
TXN_001661,CUST_00772,4026.79,netbanking,DEV_02608,AE,2026-05-03,success,25
TXN_001662,CUST_01390,6618.66,wallet,DEV_02198,GB,2026-02-27,success,35
TXN_001663,CUST_01738,4639.15,netbanking,DEV_02610,US,2026-04-10,success,22
TXN_001664,CUST_01577,3532.51,upi,DEV_01508,IN,2026-04-21,success,39
TXN_001665,CUST_00954,1610.81,upi,DEV_00175,AE,2026-04-16,success,24
TXN_001666,CUST_00711,3276.27,wallet,DEV_00513,GB,2026-02-23,failed,16
TXN_001667,CUST_01954,6435.88,wallet,DEV_01712,AE,2026-07-07,failed,49
TXN_001668,CUST_00099,1846.56,wallet,DEV_01592,AE,2026-04-04,success,41
TXN_001669,CUST_01473,3615.63,netbanking,DEV_02726,AE,2026-02-04,success,6
TXN_001670,CUST_01008,7878.63,upi,DEV_00889,US,2026-05-26,success,40
TXN_001671,CUST_00984,8987.57,netbanking,DEV_01898,SG,2026-08-09,failed,18
TXN_001672,CUST_00553,4117.34,netbanking,DEV_02638,GB,2026-02-24,failed,13
TXN_001673,CUST_01200,2174.77,upi,DEV_01927,IN,2026-05-19,failed,32
TXN_001674,CUST_00328,1795.83,netbanking,DEV_02555,AE,2026-01-14,success,8
TXN_001675,CUST_00070,13224.29,upi,DEV_01384,SG,2026-02-10,failed,49
TXN_001676,CUST_00751,6977.99,wallet,DEV_00739,AE,2026-01-07,success,10
TXN_001677,CUST_00528,910.89,wallet,DEV_02325,US,2026-03-11,success,18
TXN_001678,CUST_01470,8482.92,wallet,DEV_02356,US,2026-02-08,failed,37
TXN_001679,CUST_00762,3722.01,netbanking,DEV_01920,US,2026-08-11,success,50
TXN_001680,CUST_00320,4927.16,wallet,DEV_01296,SG,2026-07-15,success,48
TXN_001681,CUST_01165,6070.55,card,DEV_00268,IN,2026-01-06,success,7
TXN_001682,CUST_01152,18520.46,card,DEV_01358,IN,2026-03-22,success,26
TXN_001683,CUST_01326,5514.2,upi,DEV_00617,US,2026-03-20,success,18
TXN_001684,CUST_01348,4059.97,netbanking,DEV_02553,GB,2026-05-30,failed,42
TXN_001685,CUST_00653,1998.18,wallet,DEV_01387,US,2026-03-16,success,8
TXN_001686,CUST_01945,5200.17,card,DEV_02302,US,2026-08-14,success,36
TXN_001687,CUST_01717,3362.84,upi,DEV_01701,IN,2026-05-17,failed,31
TXN_001688,CUST_00094,8311.29,upi,DEV_02301,SG,2026-06-10,failed,9
TXN_001689,CUST_00150,4431.05,netbanking,DEV_02827,US,2026-01-30,success,36
TXN_001690,CUST_00246,4508.06,wallet,DEV_00398,IN,2026-02-04,failed,26
TXN_001691,CUST_01644,6766.43,wallet,DEV_01554,AE,2026-02-13,success,26
TXN_001692,CUST_01869,1812.41,netbanking,DEV_01807,SG,2026-05-27,success,50
TXN_001693,CUST_01406,1547.01,wallet,DEV_00082,AE,2026-06-21,success,39
TXN_001694,CUST_00709,1930.42,netbanking,DEV_00349,GB,2026-01-18,success,48
TXN_001695,CUST_00676,1950.72,upi,DEV_02557,GB,2026-06-23,failed,23
TXN_001696,CUST_00504,3519.71,upi,DEV_00455,US,2026-06-12,success,35
TXN_001697,CUST_00254,955.48,netbanking,DEV_02914,IN,2026-04-01,failed,31
TXN_001698,CUST_01614,2846.65,card,DEV_02548,SG,2026-04-17,success,40
TXN_001699,CUST_01826,4936.23,netbanking,DEV_01036,US,2026-05-12,success,30
TXN_001700,CUST_01926,1094.37,card,DEV_02006,GB,2026-02-12,success,7
TXN_001701,CUST_01463,3183.82,upi,DEV_02870,GB,2026-03-09,failed,37
TXN_001702,CUST_00740,1812.8,wallet,DEV_01383,IN,2026-03-11,failed,26
TXN_001703,CUST_00726,2452.6,card,DEV_01364,SG,2026-01-09,success,3
TXN_001704,CUST_00023,3233.5,card,DEV_02350,IN,2026-03-19,failed,30
TXN_001705,CUST_00145,1159.49,upi,DEV_01926,AE,2026-04-10,success,49
TXN_001706,CUST_01346,9041.04,netbanking,DEV_02855,AE,2026-03-27,success,48
TXN_001707,CUST_00387,5391.04,wallet,DEV_01668,GB,2026-02-03,success,43
TXN_001708,CUST_01027,10567.36,netbanking,DEV_02263,US,2026-05-06,success,45
TXN_001709,CUST_00205,5410.22,netbanking,DEV_00342,AE,2026-06-21,success,27
TXN_001710,CUST_01302,1371.47,netbanking,DEV_02085,IN,2026-01-06,success,41
TXN_001711,CUST_00030,1463.65,card,DEV_00996,IN,2026-02-15,success,9
TXN_001712,CUST_01941,1189.64,card,DEV_00631,SG,2026-07-25,success,29
TXN_001713,CUST_00709,3644.89,card,DEV_00309,IN,2026-07-05,success,48
TXN_001714,CUST_00660,1907.25,netbanking,DEV_02530,IN,2026-02-09,failed,37
TXN_001715,CUST_00458,1578.51,netbanking,DEV_02724,IN,2026-06-06,success,25
TXN_001716,CUST_00678,4153.97,card,DEV_02885,US,2026-02-21,success,15
TXN_001717,CUST_01005,5038.68,upi,DEV_00376,IN,2026-01-01,failed,32
TXN_001718,CUST_01328,8569.42,upi,DEV_00862,IN,2026-07-03,success,5
TXN_001719,CUST_01685,9420.25,wallet,DEV_01313,SG,2026-02-19,failed,42
TXN_001720,CUST_01635,14020.91,upi,DEV_02901,AE,2026-06-04,success,30
TXN_001721,CUST_01689,1013.65,wallet,DEV_01180,SG,2026-08-10,success,12
TXN_001722,CUST_00379,1974.71,wallet,DEV_00758,SG,2026-01-02,success,8
TXN_001723,CUST_00708,2614.82,upi,DEV_00810,GB,2026-02-06,success,1
