order_id,transaction_id,product_category,product_value,shipping_address,delivery_status,delivery_date,refund_status
ORD_001164,TXN_001164,home,1503.01,"Address_5180, India",delivered,2026-08-17,requested
ORD_001165,TXN_001165,fashion,6610.42,"Address_9437, India",delivered,2026-05-10,none
ORD_001166,TXN_001166,beauty,26060.16,"Address_1737, India",delivered,2026-03-19,none
ORD_001167,TXN_001167,fashion,22651.3,"Address_3742, India",delivered,2026-04-20,processed
ORD_001168,TXN_001168,grocery,4328.07,"Address_5326, India",failed,2026-01-31,requested
ORD_001169,TXN_001169,electronics,7454.03,"Address_5748, India",pending,2026-04-01,none
ORD_001170,TXN_001170,grocery,1379.48,"Address_9607, India",delivered,2026-06-10,requested
ORD_001171,TXN_001171,beauty,7988.0,"Address_8591, India",delivered,2026-03-14,requested
ORD_001172,TXN_001172,software,2543.48,"Address_9132, India",delivered,2026-07-18,requested
ORD_001173,TXN_001173,electronics,1310.56,"Address_4623, India",pending,2026-04-20,requested
ORD_001174,TXN_001174,travel,18951.0,"Address_6787, India",pending,2026-03-09,none
ORD_001175,TXN_001175,software,7619.05,"Address_8361, India",pending,2026-04-03,none
ORD_001176,TXN_001176,fashion,747.46,"Address_3533, India",delivered,2026-03-05,none
ORD_001177,TXN_001177,travel,4468.14,"Address_9827, India",delivered,2026-06-08,processed
ORD_001178,TXN_001178,travel,6207.52,"Address_4482, India",failed,2026-01-10,processed
ORD_001179,TXN_001179,fashion,2130.98,"Address_8876, India",failed,2026-04-08,none
ORD_001180,TXN_001180,travel,7554.09,"Address_8214, India",delivered,2026-04-07,none
ORD_001181,TXN_001181,software,3677.69,"Address_4530, India",failed,2026-08-11,none
ORD_001182,TXN_001182,travel,14997.54,"Address_1181, India",delivered,2026-04-01,none
ORD_001183,TXN_001183,software,1462.89,"Address_8059, India",failed,2026-01-06,none
ORD_001184,TXN_001184,home,5236.64,"Address_7568, India",pending,2026-05-10,none
ORD_001185,TXN_001185,beauty,14705.42,"Address_6772, India",delivered,2026-03-15,none
ORD_001186,TXN_001186,fashion,5485.38,"Address_5134, India",delivered,2026-01-11,none
ORD_001187,TXN_001187,beauty,3732.56,"Address_5540, India",failed,2026-02-08,none
ORD_001188,TXN_001188,electronics,1308.43,"Address_9533, India",delivered,2026-05-17,requested
ORD_001189,TXN_001189,grocery,940.67,"Address_2606, India",delivered,2026-06-07,none
ORD_001190,TXN_001190,electronics,4214.54,"Address_1476, India",pending,2026-02-25,none
ORD_001191,TXN_001191,home,1658.65,"Address_2447, India",pending,2026-07-17,none
ORD_001192,TXN_001192,grocery,1278.11,"Address_4694, India",pending,2026-02-24,processed
ORD_001193,TXN_001193,electronics,2959.5,"Address_2362, India",pending,2026-05-07,none
ORD_001194,TXN_001194,beauty,5127.79,"Address_6728, India",delivered,2026-03-04,processed
ORD_001195,TXN_001195,travel,3805.25,"Address_7099, India",failed,2026-07-02,none
ORD_001196,TXN_001196,electronics,1653.41,"Address_5042, India",pending,2026-07-11,none
ORD_001197,TXN_001197,electronics,3861.3,"Address_4417, India",pending,2026-04-28,requested
ORD_001198,TXN_001198,grocery,6418.37,"Address_9135, India",delivered,2026-04-29,requested
ORD_001199,TXN_001199,home,2369.33,"Address_8006, India",failed,2026-06-18,requested
ORD_001200,TXN_001200,home,3399.46,"Address_6998, India",failed,2026-01-27,none
ORD_001201,TXN_001201,travel,15534.65,"Address_7965, India",delivered,2026-03-07,none
ORD_001202,TXN_001202,electronics,2245.92,"Address_8954, India",delivered,2026-08-08,none
ORD_001203,TXN_001203,beauty,7328.36,"Address_6669, India",delivered,2026-03-13,processed
ORD_001204,TXN_001204,electronics,2213.96,"Address_9973, India",failed,2026-01-17,none
ORD_001205,TXN_001205,fashion,5367.92,"Address_8083, India",pending,2026-07-03,none
ORD_001206,TXN_001206,fashion,1128.93,"Address_4284, India",failed,2026-03-27,none
ORD_001207,TXN_001207,software,1964.61,"Address_9028, India",pending,2026-05-13,none
ORD_001208,TXN_001208,travel,1909.86,"Address_1451, India",delivered,2026-04-08,none
ORD_001209,TXN_001209,electronics,3236.19,"Address_4669, India",failed,2026-07-12,none
ORD_001210,TXN_001210,grocery,7740.82,"Address_9612, India",delivered,2026-08-14,none
ORD_001211,TXN_001211,fashion,6258.73,"Address_4257, India",pending,2026-02-16,requested
ORD_001212,TXN_001212,beauty,4827.26,"Address_3560, India",delivered,2026-04-16,processed
ORD_001213,TXN_001213,beauty,690.15,"Address_1209, India",delivered,2026-03-18,processed
ORD_001214,TXN_001214,home,23884.61,"Address_2593, India",pending,2026-06-01,none
ORD_001215,TXN_001215,travel,2608.2,"Address_8541, India",failed,2026-06-26,none
ORD_001216,TXN_001216,travel,4499.46,"Address_2467, India",delivered,2026-03-10,none
ORD_001217,TXN_001217,beauty,1501.86,"Address_1438, India",pending,2026-07-15,processed
ORD_001218,TXN_001218,beauty,4368.53,"Address_7240, India",pending,2026-01-09,none
ORD_001219,TXN_001219,home,4749.9,"Address_8407, India",delivered,2026-05-02,processed
ORD_001220,TXN_001220,software,1417.06,"Address_7461, India",delivered,2026-02-22,none
ORD_001221,TXN_001221,travel,2430.83,"Address_4173, India",pending,2026-01-18,requested
ORD_001222,TXN_001222,grocery,1317.91,"Address_4665, India",delivered,2026-06-13,none
ORD_001223,TXN_001223,beauty,5579.85,"Address_7339, India",failed,2026-02-24,requested
ORD_001224,TXN_001224,fashion,760.29,"Address_5373, India",delivered,2026-07-11,requested
ORD_001225,TXN_001225,electronics,7197.07,"Address_6964, India",delivered,2026-03-13,requested
ORD_001226,TXN_001226,beauty,4838.49,"Address_4202, India",delivered,2026-02-03,requested
ORD_001227,TXN_001227,home,4122.47,"Address_1116, India",delivered,2026-05-26,none
ORD_001228,TXN_001228,grocery,2042.26,"Address_2570, India",pending,2026-06-21,requested
ORD_001229,TXN_001229,fashion,3373.17,"Address_3996, India",pending,2026-06-05,processed
ORD_001230,TXN_001230,home,3425.51,"Address_9322, India",delivered,2026-01-05,processed
ORD_001231,TXN_001231,beauty,2727.65,"Address_9782, India",failed,2026-02-11,none
ORD_001232,TXN_001232,electronics,3825.08,"Address_9581, India",delivered,2026-03-30,processed
ORD_001233,TXN_001233,home,7227.66,"Address_4284, India",delivered,2026-07-31,requested
ORD_001234,TXN_001234,home,3687.6,"Address_5806, India",delivered,2026-03-31,none
ORD_001235,TXN_001235,travel,13540.73,"Address_7729, India",delivered,2026-04-14,requested
ORD_001236,TXN_001236,electronics,2768.39,"Address_3756, India",pending,2026-04-03,none
ORD_001237,TXN_001237,home,1844.43,"Address_7481, India",pending,2026-08-21,requested
ORD_001238,TXN_001238,travel,4546.98,"Address_6745, India",failed,2026-07-06,none
ORD_001239,TXN_001239,software,2537.73,"Address_6485, India",failed,2026-05-10,requested
ORD_001240,TXN_001240,home,14678.28,"Address_5248, India",failed,2026-06-22,none
ORD_001241,TXN_001241,home,4181.67,"Address_2282, India",delivered,2026-08-10,none
ORD_001242,TXN_001242,grocery,7231.95,"Address_8263, India",delivered,2026-03-03,none
ORD_001243,TXN_001243,software,5443.2,"Address_1591, India",delivered,2026-07-14,none
ORD_001244,TXN_001244,travel,1397.36,"Address_6972, India",delivered,2026-05-19,requested
ORD_001245,TXN_001245,fashion,1990.96,"Address_1091, India",failed,2026-04-01,none
ORD_001246,TXN_001246,software,12444.74,"Address_9588, India",failed,2026-01-08,none
ORD_001247,TXN_001247,fashion,3579.47,"Address_5238, India",delivered,2026-06-15,none
ORD_001248,TXN_001248,home,2008.95,"Address_6724, India",delivered,2026-03-17,none
ORD_001249,TXN_001249,travel,2912.73,"Address_8897, India",failed,2026-06-06,none
ORD_001250,TXN_001250,fashion,1759.84,"Address_9717, India",delivered,2026-07-13,processed
ORD_001251,TXN_001251,grocery,1837.08,"Address_7601, India",failed,2026-06-08,none
ORD_001252,TXN_001252,software,8104.65,"Address_2980, India",delivered,2026-04-22,processed
ORD_001253,TXN_001253,home,3222.74,"Address_5963, India",failed,2026-03-23,none
ORD_001254,TXN_001254,travel,1077.55,"Address_1478, India",pending,2026-07-10,requested
ORD_001255,TXN_001255,fashion,7539.22,"Address_1907, India",delivered,2026-07-02,none
ORD_001256,TXN_001256,electronics,3583.44,"Address_7329, India",delivered,2026-06-22,none
ORD_001257,TXN_001257,travel,2655.28,"Address_1480, India",delivered,2026-01-18,none
ORD_001258,TXN_001258,travel,3160.07,"Address_3312, India",pending,2026-01-25,processed
ORD_001259,TXN_001259,fashion,3678.76,"Address_9732, India",pending,2026-06-11,processed
ORD_001260,TXN_001260,home,2419.78,"Address_4374, India",delivered,2026-03-24,requested
ORD_001261,TXN_001261,home,2177.9,"Address_5606, India",pending,2026-05-03,requested
ORD_001262,TXN_001262,travel,3883.51,"Address_8075, India",delivered,2026-01-26,none
ORD_001263,TXN_001263,travel,1997.27,"Address_3236, India",pending,2026-06-03,processed
ORD_001264,TXN_001264,beauty,4462.81,"Address_8774, India",delivered,2026-06-14,none
ORD_001265,TXN_001265,beauty,1137.69,"Address_3402, India",delivered,2026-03-26,processed
ORD_001266,TXN_001266,grocery,2588.49,"Address_2143, India",delivered,2026-04-09,none
ORD_001267,TXN_001267,fashion,2647.21,"Address_9015, India",pending,2026-05-26,requested
ORD_001268,TXN_001268,travel,3129.47,"Address_9737, India",delivered,2026-03-17,processed
ORD_001269,TXN_001269,grocery,6053.26,"Address_2883, India",pending,2026-07-01,processed
ORD_001270,TXN_001270,grocery,12617.1,"Address_8560, India",pending,2026-04-06,requested
ORD_001271,TXN_001271,fashion,3200.54,"Address_9492, India",delivered,2026-04-28,none
ORD_001272,TXN_001272,home,9302.08,"Address_2428, India",delivered,2026-02-12,none
ORD_001273,TXN_001273,grocery,20293.36,"Address_8326, India",delivered,2026-02-26,requested
ORD_001274,TXN_001274,beauty,7014.03,"Address_4446, India",delivered,2026-07-18,none
ORD_001275,TXN_001275,software,2184.21,"Address_4005, India",pending,2026-03-09,none
ORD_001276,TXN_001276,travel,2798.74,"Address_8656, India",delivered,2026-05-08,requested
ORD_001277,TXN_001277,travel,4236.85,"Address_9648, India",pending,2026-04-09,requested
ORD_001278,TXN_001278,travel,3994.56,"Address_8707, India",delivered,2026-06-15,none
ORD_001279,TXN_001279,software,4850.4,"Address_9876, India",delivered,2026-05-04,processed
ORD_001280,TXN_001280,fashion,1912.74,"Address_4918, India",pending,2026-02-18,none
ORD_001281,TXN_001281,beauty,4712.61,"Address_2798, India",delivered,2026-05-22,requested
ORD_001282,TXN_001282,home,12245.51,"Address_5154, India",delivered,2026-05-02,processed
ORD_001283,TXN_001283,beauty,52050.2,"Address_5875, India",delivered,2026-03-12,none
ORD_001284,TXN_001284,fashion,5375.48,"Address_9162, India",pending,2026-03-23,requested
ORD_001285,TXN_001285,electronics,2038.0,"Address_6479, India",failed,2026-04-25,none
ORD_001286,TXN_001286,home,8535.13,"Address_2083, India",delivered,2026-06-07,requested
ORD_001287,TXN_001287,travel,2573.69,"Address_6953, India",delivered,2026-03-19,requested
ORD_001288,TXN_001288,grocery,2222.98,"Address_1668, India",pending,2026-07-22,requested
ORD_001289,TXN_001289,beauty,4090.48,"Address_4358, India",failed,2026-07-31,none
ORD_001290,TXN_001290,home,2276.99,"Address_9698, India",delivered,2026-05-03,none
ORD_001291,TXN_001291,travel,7012.75,"Address_1174, India",delivered,2026-03-22,processed
ORD_001292,TXN_001292,travel,3001.19,"Address_6755, India",pending,2026-08-10,requested
ORD_001293,TXN_001293,travel,1819.95,"Address_6383, India",delivered,2026-02-15,none
ORD_001294,TXN_001294,travel,6260.08,"Address_5768, India",delivered,2026-04-04,none
ORD_001295,TXN_001295,home,1415.76,"Address_4026, India",failed,2026-06-29,processed
ORD_001296,TXN_001296,electronics,525.52,"Address_4098, India",delivered,2026-08-08,requested
ORD_001297,TXN_001297,beauty,4423.66,"Address_9291, India",delivered,2026-02-09,requested
ORD_001298,TXN_001298,travel,8400.2,"Address_5199, India",delivered,2026-03-20,none
ORD_001299,TXN_001299,home,14920.84,"Address_9068, India",failed,2026-04-02,processed
ORD_001300,TXN_001300,beauty,2042.32,"Address_5374, India",delivered,2026-02-18,none
ORD_001301,TXN_001301,beauty,1065.66,"Address_6168, India",failed,2026-05-11,none
ORD_001302,TXN_001302,fashion,10846.55,"Address_4050, India",delivered,2026-02-09,none
ORD_001303,TXN_001303,home,21175.98,"Address_1083, India",delivered,2026-03-21,requested
ORD_001304,TXN_001304,beauty,3287.99,"Address_1886, India",delivered,2026-06-23,none
ORD_001305,TXN_001305,fashion,2868.96,"Address_4386, India",delivered,2026-03-23,processed
ORD_001306,TXN_001306,beauty,5032.0,"Address_7589, India",pending,2026-04-20,none
ORD_001307,TXN_001307,electronics,5784.06,"Address_3705, India",delivered,2026-08-05,requested
ORD_001308,TXN_001308,grocery,4214.02,"Address_5337, India",delivered,2026-06-27,none
ORD_001309,TXN_001309,home,4601.51,"Address_2922, India",delivered,2026-03-26,none
ORD_001310,TXN_001310,travel,4599.15,"Address_3949, India",pending,2026-01-05,none
ORD_001311,TXN_001311,electronics,4448.9,"Address_2924, India",delivered,2026-03-26,processed
ORD_001312,TXN_001312,grocery,5565.06,"Address_4522, India",delivered,2026-06-09,none
ORD_001313,TXN_001313,electronics,1303.92,"Address_1360, India",delivered,2026-08-07,none
ORD_001314,TXN_001314,electronics,622.02,"Address_9711, India",delivered,2026-05-23,none
ORD_001315,TXN_001315,travel,8673.67,"Address_7299, India",failed,2026-03-30,none
ORD_001316,TXN_001316,grocery,6536.71,"Address_9656, India",delivered,2026-07-13,none
ORD_001317,TXN_001317,beauty,1356.45,"Address_4891, India",delivered,2026-03-17,none
ORD_001318,TXN_001318,beauty,3892.21,"Address_5716, India",pending,2026-04-06,processed
ORD_001319,TXN_001319,grocery,1575.94,"Address_8265, India",pending,2026-04-02,requested
ORD_001320,TXN_001320,fashion,2594.57,"Address_9608, India",delivered,2026-02-18,none
ORD_001321,TXN_001321,software,1686.22,"Address_6364, India",delivered,2026-04-30,none
ORD_001322,TXN_001322,grocery,3774.55,"Address_2386, India",failed,2026-06-04,requested
ORD_001323,TXN_001323,fashion,3885.09,"Address_4076, India",failed,2026-05-24,none
ORD_001324,TXN_001324,home,1381.63,"Address_5497, India",delivered,2026-05-22,none
ORD_001325,TXN_001325,travel,2004.72,"Address_2613, India",failed,2026-06-15,none
ORD_001326,TXN_001326,travel,9049.42,"Address_6936, India",delivered,2026-05-04,requested
ORD_001327,TXN_001327,software,5544.65,"Address_7861, India",failed,2026-04-01,processed
ORD_001328,TXN_001328,software,8206.09,"Address_2298, India",delivered,2026-07-08,processed
ORD_001329,TXN_001329,electronics,7214.79,"Address_4992, India",delivered,2026-04-02,none
ORD_001330,TXN_001330,beauty,11924.66,"Address_7934, India",failed,2026-02-20,none
ORD_001331,TXN_001331,grocery,4122.33,"Address_9221, India",pending,2026-07-27,none
ORD_001332,TXN_001332,software,6455.87,"Address_6547, India",delivered,2026-05-19,none
ORD_001333,TXN_001333,beauty,3105.72,"Address_5615, India",failed,2026-05-08,none
ORD_001334,TXN_001334,software,2859.13,"Address_6330, India",delivered,2026-03-17,processed
ORD_001335,TXN_001335,fashion,3615.73,"Address_5182, India",delivered,2026-03-15,none
ORD_001336,TXN_001336,electronics,5213.23,"Address_4888, India",delivered,2026-07-21,requested
ORD_001337,TXN_001337,travel,4962.16,"Address_7766, India",failed,2026-05-02,none
ORD_001338,TXN_001338,travel,833.28,"Address_6772, India",failed,2026-01-11,none
ORD_001339,TXN_001339,grocery,1866.92,"Address_6449, India",failed,2026-03-20,none
ORD_001340,TXN_001340,travel,25662.31,"Address_2015, India",failed,2026-04-02,none
ORD_001341,TXN_001341,software,2678.02,"Address_3499, India",pending,2026-04-02,none
ORD_001342,TXN_001342,grocery,4676.31,"Address_8324, India",pending,2026-02-14,requested
ORD_001343,TXN_001343,home,4813.25,"Address_5448, India",delivered,2026-07-03,none
ORD_001344,TXN_001344,grocery,1563.19,"Address_5650, India",delivered,2026-01-11,none
ORD_001345,TXN_001345,beauty,4045.33,"Address_8329, India",delivered,2026-01-29,none
ORD_001346,TXN_001346,software,2269.48,"Address_5068, India",pending,2026-07-17,requested
ORD_001347,TXN_001347,beauty,8004.3,"Address_1631, India",delivered,2026-01-12,none
ORD_001348,TXN_001348,software,4965.17,"Address_5669, India",delivered,2026-05-28,processed
ORD_001349,TXN_001349,grocery,1269.5,"Address_9968, India",delivered,2026-05-28,requested
ORD_001350,TXN_001350,home,5592.98,"Address_5344, India",delivered,2026-02-07,requested
ORD_001351,TXN_001351,fashion,3295.95,"Address_4235, India",failed,2026-02-28,requested
ORD_001352,TXN_001352,software,3348.73,"Address_9004, India",delivered,2026-02-17,none
ORD_001353,TXN_001353,grocery,1585.94,"Address_4620, India",delivered,2026-04-02,none
ORD_001354,TXN_001354,travel,1145.39,"Address_8379, India",pending,2026-03-27,none
ORD_001355,TXN_001355,beauty,1540.86,"Address_1341, India",pending,2026-05-12,none
ORD_001356,TXN_001356,travel,13086.93,"Address_3537, India",delivered,2026-07-17,none
ORD_001357,TXN_001357,software,2050.58,"Address_8908, India",pending,2026-08-15,none
ORD_001358,TXN_001358,travel,12216.31,"Address_2028, India",delivered,2026-05-24,none
ORD_001359,TXN_001359,electronics,6983.11,"Address_4308, India",delivered,2026-06-25,requested
ORD_001360,TXN_001360,software,8077.18,"Address_1809, India",delivered,2026-04-21,none
ORD_001361,TXN_001361,grocery,6187.32,"Address_6511, India",failed,2026-06-10,none
ORD_001362,TXN_001362,grocery,8635.67,"Address_6826, India",failed,2026-05-12,none
ORD_001363,TXN_001363,home,15149.73,"Address_4069, India",delivered,2026-06-10,processed
ORD_001364,TXN_001364,software,5106.82,"Address_4517, India",delivered,2026-06-28,requested
ORD_001365,TXN_001365,software,1561.33,"Address_7793, India",pending,2026-08-20,none
ORD_001366,TXN_001366,beauty,6304.58,"Address_6834, India",delivered,2026-04-08,processed
ORD_001367,TXN_001367,electronics,5822.62,"Address_1491, India",failed,2026-03-28,none
ORD_001368,TXN_001368,grocery,2195.99,"Address_4291, India",delivered,2026-02-26,none
ORD_001369,TXN_001369,grocery,1405.79,"Address_6400, India",pending,2026-04-29,none
ORD_001370,TXN_001370,travel,7654.16,"Address_3599, India",delivered,2026-06-20,processed
ORD_001371,TXN_001371,home,944.48,"Address_4793, India",delivered,2026-05-03,processed
ORD_001372,TXN_001372,home,12151.68,"Address_1757, India",failed,2026-08-16,none
ORD_001373,TXN_001373,travel,2120.62,"Address_2123, India",pending,2026-03-09,processed
ORD_001374,TXN_001374,beauty,1943.43,"Address_9481, India",failed,2026-08-05,none
ORD_001375,TXN_001375,software,3085.45,"Address_1400, India",delivered,2026-04-05,none
ORD_001376,TXN_001376,grocery,4947.61,"Address_4226, India",failed,2026-01-28,none
ORD_001377,TXN_001377,electronics,4329.63,"Address_7052, India",delivered,2026-07-06,none
ORD_001378,TXN_001378,fashion,4324.37,"Address_7650, India",delivered,2026-02-07,none
ORD_001379,TXN_001379,beauty,8459.24,"Address_4110, India",delivered,2026-01-31,none
ORD_001380,TXN_001380,beauty,4236.17,"Address_8101, India",delivered,2026-07-16,processed
ORD_001381,TXN_001381,electronics,2658.19,"Address_4030, India",delivered,2026-07-02,none
ORD_001382,TXN_001382,beauty,3209.75,"Address_8332, India",failed,2026-05-28,none
ORD_001383,TXN_001383,beauty,3234.58,"Address_9721, India",failed,2026-05-16,processed
ORD_001384,TXN_001384,grocery,2776.09,"Address_5642, India",pending,2026-05-30,none
ORD_001385,TXN_001385,travel,3056.79,"Address_7753, India",pending,2026-05-30,requested
ORD_001386,TXN_001386,fashion,4362.97,"Address_5472, India",delivered,2026-06-28,none
ORD_001387,TXN_001387,beauty,4262.04,"Address_4810, India",delivered,2026-02-12,none
ORD_001388,TXN_001388,fashion,6369.9,"Address_5816, India",delivered,2026-01-14,requested
ORD_001389,TXN_001389,home,6928.92,"Address_5785, India",pending,2026-01-07,none
ORD_001390,TXN_001390,software,2382.78,"Address_7767, India",delivered,2026-07-13,none
ORD_001391,TXN_001391,grocery,2374.1,"Address_8587, India",failed,2026-04-01,none
ORD_001392,TXN_001392,travel,7034.06,"Address_9108, India",failed,2026-04-14,requested
ORD_001393,TXN_001393,home,1056.16,"Address_4925, India",pending,2026-02-19,none
ORD_001394,TXN_001394,beauty,2748.17,"Address_2522, India",failed,2026-04-02,requested
ORD_001395,TXN_001395,travel,2754.04,"Address_5953, India",delivered,2026-02-13,processed
ORD_001396,TXN_001396,fashion,3867.21,"Address_6097, India",pending,2026-04-07,requested
ORD_001397,TXN_001397,software,5080.09,"Address_2446, India",delivered,2026-08-07,requested
ORD_001398,TXN_001398,travel,6877.04,"Address_4559, India",failed,2026-04-18,none
ORD_001399,TXN_001399,fashion,1289.5,"Address_2504, India",delivered,2026-03-14,requested
ORD_001400,TXN_001400,home,7499.4,"Address_6094, India",delivered,2026-05-16,processed
ORD_001401,TXN_001401,grocery,1247.9,"Address_1167, India",delivered,2026-07-02,requested
ORD_001402,TXN_001402,travel,4037.23,"Address_1182, India",failed,2026-02-20,requested
ORD_001403,TXN_001403,grocery,237.82,"Address_7366, India",pending,2026-01-28,processed
ORD_001404,TXN_001404,electronics,1353.24,"Address_2994, India",failed,2026-03-21,none
ORD_001405,TXN_001405,beauty,1870.13,"Address_3390, India",delivered,2026-06-05,none
ORD_001406,TXN_001406,grocery,4979.67,"Address_7286, India",failed,2026-08-18,none
ORD_001407,TXN_001407,fashion,3551.83,"Address_1859, India",delivered,2026-02-24,none
ORD_001408,TXN_001408,fashion,7890.78,"Address_8962, India",failed,2026-05-09,none
ORD_001409,TXN_001409,electronics,10402.91,"Address_7337, India",delivered,2026-02-27,processed
ORD_001410,TXN_001410,home,1181.0,"Address_9059, India",delivered,2026-06-04,processed
ORD_001411,TXN_001411,grocery,1900.02,"Address_9122, India",failed,2026-07-21,none
ORD_001412,TXN_001412,grocery,1115.11,"Address_6401, India",delivered,2026-07-18,requested
ORD_001413,TXN_001413,software,753.03,"Address_6333, India",pending,2026-04-01,requested
ORD_001414,TXN_001414,software,4323.74,"Address_7092, India",pending,2026-03-14,requested
ORD_001415,TXN_001415,beauty,1301.7,"Address_1034, India",delivered,2026-05-12,none
ORD_001416,TXN_001416,electronics,8659.35,"Address_3158, India",pending,2026-05-11,requested
ORD_001417,TXN_001417,software,2895.3,"Address_7952, India",delivered,2026-05-13,none
ORD_001418,TXN_001418,beauty,1395.73,"Address_5324, India",delivered,2026-06-26,none
ORD_001419,TXN_001419,fashion,27261.83,"Address_8649, India",delivered,2026-06-16,requested
ORD_001420,TXN_001420,electronics,7178.82,"Address_5183, India",pending,2026-02-27,none
ORD_001421,TXN_001421,grocery,5529.62,"Address_5148, India",delivered,2026-05-02,none
ORD_001422,TXN_001422,grocery,4821.81,"Address_3472, India",delivered,2026-06-02,processed
ORD_001423,TXN_001423,home,1893.59,"Address_8259, India",delivered,2026-07-20,none
ORD_001424,TXN_001424,travel,3529.8,"Address_7040, India",delivered,2026-06-20,none
ORD_001425,TXN_001425,grocery,4840.18,"Address_2356, India",failed,2026-06-18,processed
ORD_001426,TXN_001426,beauty,11155.25,"Address_6695, India",delivered,2026-05-08,none
ORD_001427,TXN_001427,home,9111.61,"Address_7128, India",delivered,2026-03-29,none
ORD_001428,TXN_001428,grocery,1144.69,"Address_9967, India",delivered,2026-04-20,processed
ORD_001429,TXN_001429,electronics,20763.88,"Address_5310, India",delivered,2026-01-17,none
ORD_001430,TXN_001430,software,2981.02,"Address_9203, India",pending,2026-05-01,requested
ORD_001431,TXN_001431,software,3600.46,"Address_4355, India",delivered,2026-03-02,requested
ORD_001432,TXN_001432,software,4694.79,"Address_1780, India",delivered,2026-03-26,none
ORD_001433,TXN_001433,fashion,2434.84,"Address_9977, India",delivered,2026-05-25,requested
ORD_001434,TXN_001434,electronics,2323.54,"Address_9280, India",failed,2026-04-24,requested
ORD_001435,TXN_001435,electronics,1822.75,"Address_1625, India",delivered,2026-02-13,none
ORD_001436,TXN_001436,beauty,971.18,"Address_2335, India",failed,2026-05-04,none
ORD_001437,TXN_001437,home,1863.48,"Address_5841, India",failed,2026-03-12,requested
ORD_001438,TXN_001438,grocery,1847.99,"Address_1342, India",delivered,2026-01-22,none
ORD_001439,TXN_001439,home,1416.18,"Address_1310, India",delivered,2026-04-26,processed
ORD_001440,TXN_001440,beauty,2375.04,"Address_8032, India",delivered,2026-08-15,none
ORD_001441,TXN_001441,fashion,2538.05,"Address_6186, India",failed,2026-08-19,none
ORD_001442,TXN_001442,electronics,1494.81,"Address_6113, India",delivered,2026-05-30,requested
ORD_001443,TXN_001443,home,788.81,"Address_7001, India",delivered,2026-05-29,none
ORD_001444,TXN_001444,home,2496.0,"Address_2258, India",delivered,2026-02-10,none
ORD_001445,TXN_001445,fashion,2982.16,"Address_2781, India",pending,2026-07-16,processed
ORD_001446,TXN_001446,home,854.42,"Address_5710, India",delivered,2026-03-07,none
ORD_001447,TXN_001447,travel,5083.09,"Address_8535, India",delivered,2026-06-26,requested
ORD_001448,TXN_001448,fashion,1962.25,"Address_3539, India",delivered,2026-02-08,none
ORD_001449,TXN_001449,electronics,1786.97,"Address_3068, India",pending,2026-07-29,none
ORD_001450,TXN_001450,travel,1087.69,"Address_2425, India",delivered,2026-05-16,requested
ORD_001451,TXN_001451,home,5678.21,"Address_6757, India",pending,2026-01-16,none
ORD_001452,TXN_001452,fashion,1120.53,"Address_4631, India",delivered,2026-03-31,none
ORD_001453,TXN_001453,home,7839.41,"Address_6829, India",delivered,2026-05-28,none
ORD_001454,TXN_001454,home,454.78,"Address_3384, India",delivered,2026-05-31,none
ORD_001455,TXN_001455,grocery,3020.46,"Address_6543, India",delivered,2026-08-02,requested
ORD_001456,TXN_001456,fashion,5558.78,"Address_1887, India",delivered,2026-06-20,requested
ORD_001457,TXN_001457,software,3406.34,"Address_1941, India",delivered,2026-04-01,none
ORD_001458,TXN_001458,electronics,12584.27,"Address_1126, India",delivered,2026-05-31,requested
ORD_001459,TXN_001459,beauty,6936.45,"Address_8986, India",delivered,2026-01-09,processed
ORD_001460,TXN_001460,electronics,5399.74,"Address_6229, India",pending,2026-02-09,none
ORD_001461,TXN_001461,fashion,7911.98,"Address_2363, India",failed,2026-05-18,requested
ORD_001462,TXN_001462,home,7534.05,"Address_4319, India",delivered,2026-08-16,none
ORD_001463,TXN_001463,travel,1473.25,"Address_4074, India",failed,2026-03-27,none
ORD_001464,TXN_001464,travel,4088.02,"Address_4790, India",delivered,2026-06-10,none
ORD_001465,TXN_001465,grocery,1860.05,"Address_9679, India",delivered,2026-01-24,processed
ORD_001466,TXN_001466,software,3321.52,"Address_6237, India",delivered,2026-02-28,requested
ORD_001467,TXN_001467,grocery,1928.5,"Address_8750, India",delivered,2026-03-05,processed
ORD_001468,TXN_001468,grocery,3809.89,"Address_4085, India",delivered,2026-08-20,none
ORD_001469,TXN_001469,software,2042.92,"Address_9650, India",delivered,2026-04-25,none
ORD_001470,TXN_001470,grocery,1894.09,"Address_3894, India",pending,2026-04-29,none
ORD_001471,TXN_001471,home,5660.98,"Address_9656, India",delivered,2026-06-07,none
ORD_001472,TXN_001472,software,2551.88,"Address_2808, India",failed,2026-05-30,none
ORD_001473,TXN_001473,software,978.47,"Address_1565, India",delivered,2026-05-07,none
ORD_001474,TXN_001474,grocery,4113.81,"Address_5993, India",failed,2026-02-28,none
ORD_001475,TXN_001475,travel,8084.94,"Address_6178, India",delivered,2026-05-12,processed
ORD_001476,TXN_001476,fashion,2350.9,"Address_4118, India",delivered,2026-04-12,none
ORD_001477,TXN_001477,software,3168.93,"Address_5060, India",delivered,2026-04-07,none
ORD_001478,TXN_001478,travel,9223.77,"Address_4901, India",delivered,2026-03-03,requested
