amount,payment_method,device_id,ip_country,authentication_status,account_age_days,previous_transactions,successful_transactions,previous_chargebacks,previous_refunds,known_devices,average_order_value,product_category,product_value,transaction_hour,transaction_day_of_week,is_weekend,amount_to_avg_order_ratio,customer_success_rate,customer_chargeback_rate,customer_refund_rate,has_previous_chargeback,is_new_customer,chargeback_label
3608.47,card,DEV_02715,IN,success,665,45,41,2,2,2,955.35,software,3608.47,0,0,0,3.777118333595017,0.9111111111111111,0.044444444444444446,0.044444444444444446,1,0,0
2270.38,upi,DEV_00581,GB,success,883,36,34,0,0,2,3667.73,beauty,2270.38,0,5,1,0.6190150310955278,0.9444444444444444,0.0,0.0,0,0,0
874.45,upi,DEV_02467,SG,success,641,44,35,0,1,4,2535.77,grocery,874.45,0,2,0,0.3448459442299578,0.7954545454545454,0.0,0.022727272727272728,0,0,0
2743.39,netbanking,DEV_00527,SG,success,1829,47,38,0,2,3,2594.27,beauty,2743.39,0,6,1,1.0574805243864362,0.8085106382978723,0.0,0.0425531914893617,0,0,0
860.71,netbanking,DEV_01068,AE,success,1877,39,37,0,0,1,3227.22,beauty,860.71,0,1,0,0.26670323064433166,0.9487179487179487,0.0,0.0,0,0,0
2866.37,wallet,DEV_01869,IN,failed,1193,39,30,0,1,3,1064.61,software,2866.37,0,5,1,2.6924131841707295,0.7692307692307693,0.0,0.02564102564102564,0,0,0
6186.46,upi,DEV_02196,US,success,1439,31,26,0,2,2,792.88,grocery,6186.46,0,0,0,7.802517404903642,0.8387096774193549,0.0,0.06451612903225806,0,0,0
2179.15,upi,DEV_02927,GB,success,816,49,41,1,1,1,3703.37,beauty,2179.15,0,0,0,0.5884235169588781,0.8367346938775511,0.02040816326530612,0.02040816326530612,1,0,0
1692.88,wallet,DEV_00629,GB,failed,228,4,2,0,1,4,4458.84,grocery,1692.88,0,1,0,0.3796682545235981,0.5,0.0,0.25,0,0,0
5689.63,wallet,DEV_00107,SG,success,1793,46,45,0,0,4,2849.99,software,5689.63,0,3,0,1.9963684083102047,0.9782608695652174,0.0,0.0,0,0,0
2238.97,netbanking,DEV_00511,SG,failed,309,19,10,0,3,4,3453.89,software,2238.97,0,3,0,0.6482458908650826,0.5263157894736842,0.0,0.15789473684210525,0,0,0
1619.23,card,DEV_01350,IN,success,1215,2,1,0,2,4,18819.85,beauty,1619.23,0,4,0,0.08603841157076172,0.5,0.0,1.0,0,0,0
25091.8,netbanking,DEV_00600,US,success,229,29,26,1,2,3,5651.3,beauty,25091.8,0,3,0,4.4400049546122125,0.896551724137931,0.034482758620689655,0.06896551724137931,1,0,0
4611.81,card,DEV_01545,US,success,655,37,36,1,1,1,8189.72,electronics,4611.81,0,1,0,0.5631218161304661,0.972972972972973,0.02702702702702703,0.02702702702702703,1,0,0
2526.28,card,DEV_00720,SG,success,1101,29,25,0,1,2,2717.9,home,2526.28,0,0,0,0.9294970381544575,0.8620689655172413,0.0,0.034482758620689655,0,0,0
2140.3,wallet,DEV_00392,SG,success,1438,21,17,0,1,3,2014.89,electronics,2140.3,0,1,0,1.0622416112045818,0.8095238095238095,0.0,0.047619047619047616,0,0,0
2915.51,netbanking,DEV_02489,IN,success,958,5,5,0,2,1,12051.78,software,2915.51,0,1,0,0.24191530213794146,1.0,0.0,0.4,0,0,0
3028.58,netbanking,DEV_01596,US,failed,393,31,30,0,3,3,1254.43,fashion,3028.58,0,0,0,2.414307693534115,0.967741935483871,0.0,0.0967741935483871,0,0,0
6899.41,wallet,DEV_02427,US,success,479,27,26,0,1,2,3047.4,grocery,6899.41,0,6,1,2.2640316335236594,0.9629629629629629,0.0,0.037037037037037035,0,0,0
16677.59,upi,DEV_02694,US,failed,578,10,6,2,0,2,2089.98,travel,16677.59,0,4,0,7.979784495545412,0.6,0.2,0.0,1,0,0
1628.58,netbanking,DEV_00217,GB,success,712,6,4,0,1,2,1664.69,travel,1628.58,0,2,0,0.9783082736125044,0.6666666666666666,0.0,0.16666666666666666,0,0,0
1544.86,wallet,DEV_02895,AE,failed,878,10,2,1,0,1,1584.64,travel,1544.86,0,0,0,0.9748965064620354,0.2,0.1,0.0,1,0,0
511.81,netbanking,DEV_01920,SG,success,1262,46,37,0,0,2,4243.77,travel,511.81,0,6,1,0.12060267168107601,0.8043478260869565,0.0,0.0,0,0,0
2420.99,wallet,DEV_02133,US,success,308,6,1,0,0,4,6723.78,beauty,2420.99,0,4,0,0.36006383314147694,0.16666666666666666,0.0,0.0,0,0,0
2746.17,netbanking,DEV_01666,GB,success,242,27,26,0,1,4,3407.18,home,2746.17,0,2,0,0.8059949870567449,0.9629629629629629,0.0,0.037037037037037035,0,0,0
888.45,card,DEV_00315,US,success,1924,7,1,0,2,3,5784.0,fashion,888.45,0,5,1,0.15360477178423237,0.14285714285714285,0.0,0.2857142857142857,0,0,0
6498.28,card,DEV_00347,GB,failed,516,33,27,0,0,1,2129.3,grocery,6498.28,0,4,0,3.051838632414408,0.8181818181818182,0.0,0.0,0,0,0
1226.77,card,DEV_01737,SG,success,423,15,7,1,2,2,4314.12,home,1226.77,0,1,0,0.28436158474961293,0.4666666666666667,0.06666666666666667,0.13333333333333333,1,0,0
11285.97,wallet,DEV_02040,SG,success,1704,20,14,0,3,3,3493.57,grocery,11285.97,0,3,0,3.230497742996419,0.7,0.0,0.15,0,0,1
2322.1,wallet,DEV_00057,SG,success,1621,29,19,1,0,4,8983.21,grocery,2322.1,0,2,0,0.2584933448065892,0.6551724137931034,0.034482758620689655,0.0,1,0,0
12069.8,wallet,DEV_02878,SG,success,1212,13,4,1,0,1,5549.28,home,12069.8,0,5,1,2.175020903612721,0.3076923076923077,0.07692307692307693,0.0,1,0,0
1298.58,upi,DEV_02709,SG,success,1479,41,31,0,1,2,806.67,beauty,1298.58,0,3,0,1.6098032652757632,0.7560975609756098,0.0,0.024390243902439025,0,0,0
3643.3,wallet,DEV_00691,SG,success,1628,19,14,0,3,3,3776.56,home,3643.3,0,4,0,0.9647139195458301,0.7368421052631579,0.0,0.15789473684210525,0,0,0
2996.86,card,DEV_01504,US,success,701,8,0,1,1,4,3603.58,grocery,2996.86,0,1,0,0.8316340972033367,0.0,0.125,0.125,1,0,1
2658.01,card,DEV_01732,AE,success,1483,41,37,1,2,3,1305.93,electronics,2658.01,0,2,0,2.0353388007014157,0.9024390243902439,0.024390243902439025,0.04878048780487805,1,0,0
8725.33,netbanking,DEV_00464,GB,success,1250,2,2,1,3,2,1919.71,beauty,8725.33,0,1,0,4.545129212224763,1.0,0.5,1.5,1,0,0
3809.96,card,DEV_01189,GB,success,402,32,25,0,1,3,770.03,home,3809.96,0,0,0,4.947807228289807,0.78125,0.0,0.03125,0,0,0
1945.67,netbanking,DEV_00873,IN,failed,1349,15,12,0,1,3,2222.52,fashion,1945.67,0,2,0,0.8754341918182964,0.8,0.0,0.06666666666666667,0,0,0
3354.15,upi,DEV_01249,SG,success,231,49,49,0,3,1,1202.96,software,3354.15,0,4,0,2.7882473232692693,1.0,0.0,0.061224489795918366,0,0,0
3171.36,wallet,DEV_02531,AE,success,461,37,32,1,2,1,6686.83,beauty,3171.36,0,3,0,0.4742695716804525,0.8648648648648649,0.02702702702702703,0.05405405405405406,1,0,0
8362.06,card,DEV_02522,AE,success,1571,22,18,0,2,1,2365.91,travel,8362.06,0,3,0,3.534394799464054,0.8181818181818182,0.0,0.09090909090909091,0,0,0
7779.44,netbanking,DEV_00439,IN,success,1640,33,25,0,2,4,3566.2,home,7779.44,0,1,0,2.181436823509618,0.7575757575757576,0.0,0.06060606060606061,0,0,0
3754.04,wallet,DEV_01453,IN,failed,1088,26,25,0,2,1,2112.51,home,3754.04,0,0,0,1.7770519429493823,0.9615384615384616,0.0,0.07692307692307693,0,0,0
1710.3,wallet,DEV_00810,IN,success,999,8,4,0,0,4,6929.67,beauty,1710.3,0,5,1,0.2468082895722307,0.5,0.0,0.0,0,0,0
2499.9,wallet,DEV_00508,AE,success,1094,47,47,0,2,4,2451.49,software,2499.9,0,4,0,1.0197471741675472,1.0,0.0,0.0425531914893617,0,0,0
1554.13,netbanking,DEV_00927,AE,success,102,45,44,0,1,3,605.29,electronics,1554.13,0,6,1,2.5675791769234584,0.9777777777777777,0.0,0.022222222222222223,0,0,0
12419.42,netbanking,DEV_01493,AE,success,1385,22,21,0,3,2,2496.69,beauty,12419.42,0,0,0,4.974354044755255,0.9545454545454546,0.0,0.13636363636363635,0,0,0
2984.5,card,DEV_01797,AE,success,1067,36,31,0,0,1,9150.36,home,2984.5,0,2,0,0.32616203078348827,0.8611111111111112,0.0,0.0,0,0,0
1877.89,netbanking,DEV_01778,IN,success,1029,15,9,0,0,4,4186.92,home,1877.89,0,3,0,0.4485134657457033,0.6,0.0,0.0,0,0,0
2251.37,card,DEV_00777,GB,success,706,42,33,0,1,4,5326.19,fashion,2251.37,0,6,1,0.42269802616879987,0.7857142857142857,0.0,0.023809523809523808,0,0,0
5908.99,wallet,DEV_01725,GB,success,1817,48,38,0,1,2,5193.79,electronics,5908.99,0,4,0,1.1377029105913024,0.7916666666666666,0.0,0.020833333333333332,0,0,0
7099.91,upi,DEV_01964,GB,failed,645,21,20,1,2,2,9576.4,grocery,7099.91,0,5,1,0.7413965582055888,0.9523809523809523,0.047619047619047616,0.09523809523809523,1,0,0
2250.43,wallet,DEV_02254,AE,success,39,46,39,0,0,2,1844.2,home,2250.43,0,4,0,1.2202743737121786,0.8478260869565217,0.0,0.0,0,0,0
6562.26,netbanking,DEV_01638,SG,failed,463,35,28,0,3,3,5428.83,fashion,6562.26,0,6,1,1.2087797923309442,0.8,0.0,0.08571428571428572,0,0,0
852.56,upi,DEV_00450,IN,success,951,48,43,0,3,3,2247.04,home,852.56,0,2,0,0.37941469666761607,0.8958333333333334,0.0,0.0625,0,0,0
1429.31,upi,DEV_00638,GB,success,83,50,46,0,1,1,2891.5,beauty,1429.31,0,5,1,0.4943143697043057,0.92,0.0,0.02,0,0,0
3409.07,upi,DEV_00214,GB,success,1583,28,26,1,2,1,3190.74,grocery,3409.07,0,0,0,1.068426133122724,0.9285714285714286,0.03571428571428571,0.07142857142857142,1,0,0
1785.55,wallet,DEV_01967,GB,failed,741,18,11,0,0,2,2574.67,grocery,1785.55,0,5,1,0.693506352270388,0.6111111111111112,0.0,0.0,0,0,0
5079.76,card,DEV_01757,US,success,1409,8,6,0,0,3,3833.1,grocery,5079.76,0,0,0,1.325235449114294,0.75,0.0,0.0,0,0,0
3118.73,upi,DEV_01022,GB,success,833,15,14,0,2,3,1737.43,electronics,3118.73,0,3,0,1.7950248355329423,0.9333333333333333,0.0,0.13333333333333333,0,0,0
4250.84,netbanking,DEV_02872,US,failed,1407,48,48,1,0,3,1314.12,software,4250.84,0,5,1,3.234742641463489,1.0,0.020833333333333332,0.0,1,0,0
3718.23,upi,DEV_01942,IN,success,690,27,27,1,0,3,3255.96,electronics,3718.23,0,0,0,1.1419765599085985,1.0,0.037037037037037035,0.0,1,0,0
2656.41,upi,DEV_02422,US,success,1940,3,3,1,2,3,2507.06,home,2656.41,0,5,1,1.0595717693234306,1.0,0.3333333333333333,0.6666666666666666,1,0,0
2578.91,upi,DEV_01644,IN,success,1368,42,32,0,1,1,3094.29,travel,2578.91,0,3,0,0.8334415972646391,0.7619047619047619,0.0,0.023809523809523808,0,0,0
5094.64,upi,DEV_01747,IN,success,1690,22,13,0,0,2,6368.6,beauty,5094.64,0,6,1,0.7999623151085011,0.5909090909090909,0.0,0.0,0,0,0
4537.89,card,DEV_00209,AE,success,944,45,37,3,0,1,1473.14,fashion,4537.89,0,2,0,3.080420055120355,0.8222222222222222,0.06666666666666667,0.0,1,0,1
3307.87,upi,DEV_00909,GB,failed,842,16,14,0,1,3,7008.4,grocery,3307.87,0,0,0,0.47198647337480737,0.875,0.0,0.0625,0,0,0
5096.55,card,DEV_02089,AE,success,203,41,38,0,3,2,2918.47,software,5096.55,0,6,1,1.746308853611653,0.926829268292683,0.0,0.07317073170731707,0,0,0
2120.1,netbanking,DEV_00451,GB,success,1851,28,23,1,0,3,13735.72,beauty,2120.1,0,5,1,0.15434938976624452,0.8214285714285714,0.03571428571428571,0.0,1,0,0
14056.85,netbanking,DEV_02915,AE,success,1625,45,35,1,1,3,5988.33,fashion,14056.85,0,3,0,2.3473739757161014,0.7777777777777778,0.022222222222222223,0.022222222222222223,1,0,0
1493.11,card,DEV_00745,IN,success,1202,35,27,0,3,2,8713.75,home,1493.11,0,3,0,0.17135102567780805,0.7714285714285715,0.0,0.08571428571428572,0,0,0
867.81,netbanking,DEV_00869,GB,success,546,14,11,2,1,3,6904.39,travel,867.81,0,4,0,0.12568959748797504,0.7857142857142857,0.14285714285714285,0.07142857142857142,1,0,0
1756.85,card,DEV_01765,US,failed,596,35,30,0,2,4,4548.5,fashion,1756.85,0,4,0,0.3862482136968231,0.8571428571428571,0.0,0.05714285714285714,0,0,0
3246.38,netbanking,DEV_01370,GB,success,146,33,24,0,2,2,2962.62,fashion,3246.38,0,3,0,1.0957800865450176,0.7272727272727273,0.0,0.06060606060606061,0,0,0
2529.21,card,DEV_02798,SG,success,204,34,30,0,3,2,4903.63,software,2529.21,0,4,0,0.5157832055028622,0.8823529411764706,0.0,0.08823529411764706,0,0,0
6259.65,netbanking,DEV_01477,GB,success,531,36,30,0,2,2,6730.22,fashion,6259.65,0,4,0,0.9300810374698003,0.8333333333333334,0.0,0.05555555555555555,0,0,0
5672.79,upi,DEV_02664,GB,failed,1124,22,13,0,4,4,2338.79,beauty,5672.79,0,0,0,2.4255234544358406,0.5909090909090909,0.0,0.18181818181818182,0,0,0
3977.63,card,DEV_00436,US,success,450,47,37,0,1,4,3702.67,software,3977.63,0,3,0,1.0742599259453314,0.7872340425531915,0.0,0.02127659574468085,0,0,0
589.5,card,DEV_02403,US,failed,977,16,7,0,1,4,737.69,fashion,589.5,0,3,0,0.7991161599045669,0.4375,0.0,0.0625,0,0,0
4199.93,card,DEV_00307,SG,success,1253,25,17,0,2,2,1273.95,travel,4199.93,0,0,0,3.29677773852977,0.68,0.0,0.08,0,0,0
5446.05,netbanking,DEV_02972,AE,success,1700,2,1,0,1,3,7840.19,home,5446.05,0,1,0,0.6946324004902943,0.5,0.0,0.5,0,0,0
4660.79,upi,DEV_00180,US,failed,148,16,7,0,1,4,6010.59,travel,4660.79,0,3,0,0.7754296999129869,0.4375,0.0,0.0625,0,0,0
5500.34,netbanking,DEV_02296,GB,failed,215,11,11,1,4,3,801.35,electronics,5500.34,0,5,1,6.863842266175828,1.0,0.09090909090909091,0.36363636363636365,1,0,0
26795.36,card,DEV_01787,IN,failed,1598,50,48,0,2,4,1467.81,beauty,26795.36,0,0,0,18.25533277467792,0.96,0.0,0.04,0,0,0
3629.41,card,DEV_00684,SG,success,410,44,43,0,3,4,1655.19,electronics,3629.41,0,3,0,2.1927452437484516,0.9772727272727273,0.0,0.06818181818181818,0,0,0
1636.3,netbanking,DEV_00187,SG,success,541,10,5,0,2,2,2993.95,fashion,1636.3,0,4,0,0.5465355132851251,0.5,0.0,0.2,0,0,0
1767.31,wallet,DEV_02028,SG,success,1235,43,40,0,1,4,2320.2,software,1767.31,0,1,0,0.761705887423498,0.9302325581395349,0.0,0.023255813953488372,0,0,1
6390.14,upi,DEV_01794,SG,failed,181,29,24,0,4,3,1819.82,grocery,6390.14,0,3,0,3.511413216691761,0.8275862068965517,0.0,0.13793103448275862,0,0,0
1248.66,wallet,DEV_02488,GB,success,970,46,41,0,0,1,4575.15,beauty,1248.66,0,6,1,0.27292219927215505,0.8913043478260869,0.0,0.0,0,0,0
3743.92,card,DEV_00656,SG,success,1615,10,9,0,4,1,5276.49,home,3743.92,0,2,0,0.7095474453661431,0.9,0.0,0.4,0,0,0
2072.42,wallet,DEV_02064,SG,success,1796,49,47,0,1,2,1840.19,home,2072.42,0,6,1,1.126198925110994,0.9591836734693877,0.0,0.02040816326530612,0,0,0
990.5,upi,DEV_01214,GB,success,1703,16,7,0,6,4,9553.02,grocery,990.5,0,4,0,0.1036844893028592,0.4375,0.0,0.375,0,0,0
16682.07,upi,DEV_00918,IN,success,205,50,49,0,2,3,2547.02,fashion,16682.07,0,6,1,6.549642327111683,0.98,0.0,0.04,0,0,0
2773.06,netbanking,DEV_00161,US,success,800,27,24,0,4,3,4598.14,home,2773.06,0,5,1,0.6030829857290121,0.8888888888888888,0.0,0.14814814814814814,0,0,0
1716.7,upi,DEV_01108,IN,success,1696,44,38,0,2,1,2190.3,software,1716.7,0,6,1,0.7837739122494635,0.8636363636363636,0.0,0.045454545454545456,0,0,1
1341.25,upi,DEV_02190,IN,success,470,21,13,0,2,1,3843.66,fashion,1341.25,0,3,0,0.34895125999698207,0.6190476190476191,0.0,0.09523809523809523,0,0,0
6698.33,netbanking,DEV_01330,IN,success,592,1,0,1,3,4,1408.93,software,6698.33,0,1,0,4.754196446949103,0.0,1.0,3.0,1,0,0
2142.87,upi,DEV_01673,SG,success,1252,25,24,1,0,4,13568.95,grocery,2142.87,0,1,0,0.15792452621610367,0.96,0.04,0.0,1,0,0
19708.94,card,DEV_02564,IN,success,1412,31,28,0,1,2,5051.26,electronics,19708.94,0,3,0,3.9017868808970433,0.9032258064516129,0.0,0.03225806451612903,0,0,0
5822.66,upi,DEV_02993,GB,success,949,12,12,1,2,1,4169.93,software,5822.66,0,6,1,1.3963447827661375,1.0,0.08333333333333333,0.16666666666666666,1,0,0
1254.57,card,DEV_02202,SG,failed,1569,16,16,2,4,3,2729.71,software,1254.57,0,2,0,0.4595982723439486,1.0,0.125,0.25,1,0,0
2736.94,netbanking,DEV_02566,SG,success,932,3,0,1,2,3,2523.22,electronics,2736.94,0,4,0,1.084701294377819,0.0,0.3333333333333333,0.6666666666666666,1,0,0
3153.61,wallet,DEV_00904,GB,success,840,2,2,1,0,2,1502.42,beauty,3153.61,0,1,0,2.0990202473343005,1.0,0.5,0.0,1,0,0
10734.94,wallet,DEV_00638,AE,failed,1154,9,4,1,0,4,2380.0,fashion,10734.94,0,6,1,4.510478991596639,0.4444444444444444,0.1111111111111111,0.0,1,0,0
4554.68,netbanking,DEV_00608,AE,failed,1256,21,18,0,2,1,1506.77,beauty,4554.68,0,5,1,3.0228103824737684,0.8571428571428571,0.0,0.09523809523809523,0,0,1
1020.01,upi,DEV_01882,US,success,1696,44,38,0,2,1,2190.3,fashion,1020.01,0,1,0,0.465694197141944,0.8636363636363636,0.0,0.045454545454545456,0,0,0
1953.97,upi,DEV_02334,AE,success,1426,16,16,0,1,1,1379.01,fashion,1953.97,0,0,0,1.4169367879855839,1.0,0.0,0.0625,0,0,0
4871.26,netbanking,DEV_00087,GB,success,1093,30,22,0,1,2,4449.02,home,4871.26,0,2,0,1.0949062939703575,0.7333333333333333,0.0,0.03333333333333333,0,0,0
7400.95,wallet,DEV_02816,SG,success,1721,47,42,0,3,2,1818.71,electronics,7400.95,0,2,0,4.0693403566264,0.8936170212765957,0.0,0.06382978723404255,0,0,0
9289.22,upi,DEV_00296,AE,failed,1580,27,17,0,1,1,7639.01,travel,9289.22,0,2,0,1.216024065945718,0.6296296296296297,0.0,0.037037037037037035,0,0,0
3870.38,wallet,DEV_00411,SG,success,130,24,17,0,0,1,2751.24,travel,3870.38,0,3,0,1.4067765807417747,0.7083333333333334,0.0,0.0,0,0,0
4329.18,card,DEV_01548,AE,success,1409,42,42,2,2,1,7236.1,electronics,4329.18,0,1,0,0.5982753140503863,1.0,0.047619047619047616,0.047619047619047616,1,0,0
5266.36,card,DEV_02640,IN,success,1737,22,22,0,4,4,5108.68,beauty,5266.36,0,1,0,1.030865115842057,1.0,0.0,0.18181818181818182,0,0,0
3233.1,card,DEV_01097,US,success,959,24,24,0,1,4,10702.22,grocery,3233.1,0,2,0,0.30209620060137055,1.0,0.0,0.041666666666666664,0,0,0
2905.12,card,DEV_00436,SG,success,311,7,3,1,2,2,11044.37,software,2905.12,0,2,0,0.2630408072167086,0.42857142857142855,0.14285714285714285,0.2857142857142857,1,0,0
16901.66,card,DEV_00829,US,failed,847,43,43,0,2,3,6249.12,beauty,16901.66,0,6,1,2.7046464142151216,1.0,0.0,0.046511627906976744,0,0,1
2639.57,upi,DEV_01260,GB,success,537,18,18,1,2,1,1997.75,grocery,2639.57,0,6,1,1.3212714303591542,1.0,0.05555555555555555,0.1111111111111111,1,0,0
1407.53,upi,DEV_00229,SG,success,776,3,2,0,2,2,2867.27,software,1407.53,0,5,1,0.49089552082643073,0.6666666666666666,0.0,0.6666666666666666,0,0,0
610.45,card,DEV_00087,IN,success,205,50,49,0,2,3,2547.02,home,610.45,0,1,0,0.2396722444268204,0.98,0.0,0.04,0,0,0
7992.77,card,DEV_02096,AE,success,501,50,41,0,3,3,2015.42,travel,7992.77,0,4,0,3.965808615573925,0.82,0.0,0.06,0,0,0
1223.09,upi,DEV_00099,US,failed,207,26,26,0,1,1,5407.02,beauty,1223.09,0,0,0,0.2262040828404555,1.0,0.0,0.038461538461538464,0,0,0
2113.18,upi,DEV_01448,GB,failed,1684,36,27,0,1,1,1199.75,fashion,2113.18,0,4,0,1.7613502813086057,0.75,0.0,0.027777777777777776,0,0,0
6494.94,card,DEV_02015,US,success,1981,47,44,0,0,2,11361.59,home,6494.94,0,3,0,0.5716576641121532,0.9361702127659575,0.0,0.0,0,0,0
4260.54,card,DEV_01155,GB,success,221,14,7,0,1,1,8316.15,home,4260.54,0,1,0,0.5123212063274473,0.5,0.0,0.07142857142857142,0,0,0
33091.93,card,DEV_01477,IN,success,1688,45,36,0,1,4,985.86,beauty,33091.93,0,0,0,33.566561175014705,0.8,0.0,0.022222222222222223,0,0,0
3798.59,upi,DEV_01756,SG,success,76,37,31,0,2,2,11994.15,home,3798.59,0,4,0,0.31670355965199704,0.8378378378378378,0.0,0.05405405405405406,0,0,0
9523.06,wallet,DEV_00616,GB,success,418,34,34,0,1,4,1620.7,electronics,9523.06,0,1,0,5.875893132597025,1.0,0.0,0.029411764705882353,0,0,0
2646.43,netbanking,DEV_00426,GB,success,596,35,30,0,2,4,4548.5,home,2646.43,0,4,0,0.5818247773991425,0.8571428571428571,0.0,0.05714285714285714,0,0,0
5407.45,netbanking,DEV_02914,IN,success,1044,16,7,0,0,1,2045.54,fashion,5407.45,0,1,0,2.643531781338913,0.4375,0.0,0.0,0,0,0
3745.3,upi,DEV_02687,US,success,982,29,26,0,0,2,4499.99,fashion,3745.3,0,0,0,0.8322907384238633,0.896551724137931,0.0,0.0,0,0,0
14082.75,wallet,DEV_01830,AE,success,1272,31,28,1,2,2,1079.6,software,14082.75,0,1,0,13.04441459799926,0.9032258064516129,0.03225806451612903,0.06451612903225806,1,0,1
3366.86,card,DEV_02367,AE,success,1896,41,41,0,1,3,2839.14,travel,3366.86,0,0,0,1.1858731869509782,1.0,0.0,0.024390243902439025,0,0,0
4707.74,upi,DEV_00371,GB,success,526,5,2,0,0,4,2076.36,software,4707.74,0,0,0,2.267304321023329,0.4,0.0,0.0,0,0,0
4423.34,wallet,DEV_01445,GB,failed,1381,31,29,0,4,2,2707.85,fashion,4423.34,0,3,0,1.6335247521096075,0.9354838709677419,0.0,0.12903225806451613,0,0,0
899.83,wallet,DEV_02841,AE,success,80,12,7,0,1,4,3103.33,electronics,899.83,0,3,0,0.28995627277795144,0.5833333333333334,0.0,0.08333333333333333,0,0,0
23312.17,upi,DEV_02679,US,failed,252,39,35,0,2,3,1867.06,electronics,23312.17,0,3,0,12.486031514787955,0.8974358974358975,0.0,0.05128205128205128,0,0,0
5086.03,wallet,DEV_02207,SG,success,955,18,11,1,0,2,13029.65,beauty,5086.03,0,3,0,0.390342795086591,0.6111111111111112,0.05555555555555555,0.0,1,0,0
14268.51,wallet,DEV_00343,SG,failed,1063,22,22,1,2,2,2906.13,software,14268.51,0,4,0,4.909797565834976,1.0,0.045454545454545456,0.09090909090909091,1,0,0
2367.27,upi,DEV_02880,IN,success,491,10,5,0,1,4,2390.63,beauty,2367.27,0,0,0,0.9902285171691144,0.5,0.0,0.1,0,0,0
1993.98,card,DEV_00833,IN,failed,1573,25,21,1,1,2,2493.96,fashion,1993.98,0,4,0,0.7995236491363134,0.84,0.04,0.04,1,0,0
4180.08,upi,DEV_00452,IN,success,1235,43,40,0,1,4,2320.2,electronics,4180.08,0,1,0,1.8016033100594777,0.9302325581395349,0.0,0.023255813953488372,0,0,0
16722.37,upi,DEV_01208,AE,failed,1537,42,35,0,1,3,2816.88,software,16722.37,0,4,0,5.936486467297151,0.8333333333333334,0.0,0.023809523809523808,0,0,0
8791.62,upi,DEV_00864,US,success,897,27,24,0,2,1,1886.86,software,8791.62,0,3,0,4.659391793773784,0.8888888888888888,0.0,0.07407407407407407,0,0,0
1439.93,card,DEV_02850,US,success,1811,13,9,1,0,2,3152.47,fashion,1439.93,0,1,0,0.45676247513854223,0.6923076923076923,0.07692307692307693,0.0,1,0,0
2691.8,wallet,DEV_01523,IN,success,1209,16,11,0,0,4,4849.55,beauty,2691.8,0,0,0,0.5550618098586467,0.6875,0.0,0.0,0,0,0
5854.5,card,DEV_01954,SG,success,1907,23,17,0,0,4,634.98,fashion,5854.5,0,1,0,9.21997543229708,0.7391304347826086,0.0,0.0,0,0,0
2665.12,card,DEV_00602,GB,success,1372,6,5,1,1,1,4410.71,fashion,2665.12,0,4,0,0.6042383199076792,0.8333333333333334,0.16666666666666666,0.16666666666666666,1,0,0
4736.94,upi,DEV_00316,IN,failed,443,43,41,0,1,3,2300.92,software,4736.94,0,1,0,2.0587156441771115,0.9534883720930233,0.0,0.023255813953488372,0,0,0
1777.05,upi,DEV_00748,AE,success,1338,28,22,0,1,4,2866.83,electronics,1777.05,0,4,0,0.6198658448530259,0.7857142857142857,0.0,0.03571428571428571,0,0,0
1581.82,netbanking,DEV_01926,AE,success,396,3,3,1,2,2,2284.07,beauty,1581.82,0,5,1,0.6925444491631166,1.0,0.3333333333333333,0.6666666666666666,1,0,0
3473.01,wallet,DEV_02642,IN,success,1092,14,12,0,2,3,2946.65,beauty,3473.01,0,6,1,1.178629969626525,0.8571428571428571,0.0,0.14285714285714285,0,0,1
2650.6,upi,DEV_00246,IN,success,410,44,43,0,3,4,1655.19,software,2650.6,0,3,0,1.6013871519281773,0.9772727272727273,0.0,0.06818181818181818,0,0,0
31738.51,upi,DEV_00045,AE,failed,734,2,1,1,0,1,1893.51,grocery,31738.51,0,6,1,16.76173350021917,0.5,0.5,0.0,1,0,0
1633.04,wallet,DEV_02270,GB,success,658,11,7,0,1,3,2044.3,travel,1633.04,0,2,0,0.798826004011153,0.6363636363636364,0.0,0.09090909090909091,0,0,1
2828.41,upi,DEV_01736,US,success,263,44,39,1,1,3,6018.44,electronics,2828.41,0,2,0,0.46995733113564314,0.8863636363636364,0.022727272727272728,0.022727272727272728,1,0,0
4218.34,wallet,DEV_00513,US,success,251,44,37,0,1,4,5454.36,fashion,4218.34,0,0,0,0.773388628546704,0.8409090909090909,0.0,0.022727272727272728,0,0,0
4097.35,upi,DEV_01607,US,success,905,26,16,0,3,4,2169.55,electronics,4097.35,0,3,0,1.8885713627249892,0.6153846153846154,0.0,0.11538461538461539,0,0,0
2342.63,wallet,DEV_01956,GB,failed,586,22,17,0,2,1,2462.9,travel,2342.63,0,2,0,0.9511673230744244,0.7727272727272727,0.0,0.09090909090909091,0,0,0
1848.81,wallet,DEV_00676,IN,success,712,50,42,0,0,1,903.78,software,1848.81,0,5,1,2.0456416384518357,0.84,0.0,0.0,0,0,0
3612.85,wallet,DEV_00798,GB,success,179,46,41,0,0,2,5893.09,travel,3612.85,0,2,0,0.6130654715946982,0.8913043478260869,0.0,0.0,0,0,0
9579.51,card,DEV_01486,SG,success,1061,19,12,0,4,3,9817.16,beauty,9579.51,0,6,1,0.9757923880226054,0.631578947368421,0.0,0.21052631578947367,0,0,1
